gid,date_time_start,stadium,is_playoff,home_team,away_team,home_points,away_points
43179PHO,3/20/18 10:00,US Airways Center,FALSE,Phoenix Suns,Detroit Pistons,88,115
43179POR,3/20/18 10:30,Rose Garden,FALSE,Portland Trail Blazers,Houston Rockets,111,115
43180CLE,3/21/18 07:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Toronto Raptors,132,129
43180PHI,3/21/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Memphis Grizzlies,119,105
43180BKN,3/21/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Charlotte Hornets,105,111
43180MIA,3/21/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,New York Knicks,119,98
43180CHI,3/21/18 08:00,United Center,FALSE,Chicago Bulls,Denver Nuggets,102,135
43180MIL,3/21/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Los Angeles Clippers,120,127
43180SA,3/21/18 09:30,AT&T Center,FALSE,San Antonio Spurs,Washington Wizards,98,90
43180NO,3/21/18 19:00,New Orleans Arena,FALSE,New Orleans Pelicans,Indiana Pacers,96,92
43181CHA,3/22/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Memphis Grizzlies,140,79
43181ORL,3/22/18 07:00,Amway Center,FALSE,Orlando Magic,Philadelphia 76ers,98,118
43181HOU,3/22/18 08:00,Toyota Center,FALSE,Houston Rockets,Detroit Pistons,100,96
43181NO,3/22/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Los Angeles Lakers,128,125
43181DAL,3/22/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Utah Jazz,112,119
43181SAC,3/22/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Atlanta Hawks,105,90
43182IND,3/23/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Los Angeles Clippers,109,104
43182WAS,3/23/18 07:00,Verizon Center,FALSE,Washington Wizards,Denver Nuggets,100,108
43182CLE,3/23/18 07:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Phoenix Suns,120,95
43182NY,3/23/18 07:30,Madison Square Garden,FALSE,New York Knicks,Minnesota Timberwolves,104,108
43182TOR,3/23/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Brooklyn Nets,116,112
43182CHI,3/23/18 08:00,United Center,FALSE,Chicago Bulls,Milwaukee Bucks,105,118
43182OKC,3/23/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Miami Heat,105,99
43182SA,3/23/18 08:30,AT&T Center,FALSE,San Antonio Spurs,Utah Jazz,124,120
43182POR,3/23/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Boston Celtics,100,105
43182GS,3/23/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Atlanta Hawks,106,94
43183PHI,3/24/18 06:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Minnesota Timberwolves,120,108
43183DET,3/24/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Chicago Bulls,117,95
43183ORL,3/24/18 07:00,Amway Center,FALSE,Orlando Magic,Phoenix Suns,105,99
43183HOU,3/24/18 08:00,Toyota Center,FALSE,Houston Rockets,New Orleans Pelicans,114,91
43183MEM,3/24/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Los Angeles Lakers,93,100
43183DAL,3/24/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Charlotte Hornets,98,102
43184BKN,3/25/18 01:00,Barclays Center,FALSE,Brooklyn Nets,Cleveland Cavaliers,114,121
43184MIL,3/25/18 03:30,Bradley Center,FALSE,Milwaukee Bucks,San Antonio Spurs,106,103
43184IND,3/25/18 05:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Miami Heat,113,107
43184SAC,3/25/18 06:00,Power Balance Pavilion,FALSE,Sacramento Kings,Boston Celtics,93,104
43184TOR,3/25/18 06:00,Air Canada Centre,FALSE,Toronto Raptors,Los Angeles Clippers,106,117
43184WAS,3/25/18 06:00,Verizon Center,FALSE,Washington Wizards,New York Knicks,97,101
43184OKC,3/25/18 07:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Portland Trail Blazers,105,108
43184HOU,3/25/18 08:00,Toyota Center,FALSE,Houston Rockets,Atlanta Hawks,118,99
43184GS,3/25/18 08:30,Oracle Arena,FALSE,Golden State Warriors,Utah Jazz,91,110
43185CHA,3/26/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,New York Knicks,137,128
43185DET,3/26/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Los Angeles Lakers,112,106
43185PHI,3/26/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Denver Nuggets,123,104
43185MIN,3/26/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Memphis Grizzlies,93,101
43185PHO,3/26/18 10:00,US Airways Center,FALSE,Phoenix Suns,Boston Celtics,94,102
43186WAS,3/27/18 07:00,Verizon Center,FALSE,Washington Wizards,San Antonio Spurs,116,106
43186TOR,3/27/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Denver Nuggets,114,110
43186HOU,3/27/18 08:00,Toyota Center,FALSE,Houston Rockets,Chicago Bulls,118,86
43186MIA,3/27/18 08:00,AmericanAirlines Arena,FALSE,Miami Heat,Cleveland Cavaliers,98,79
43186NO,3/27/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,Portland Trail Blazers,103,107
43186SAC,3/27/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Dallas Mavericks,97,103
43186GS,3/27/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Indiana Pacers,81,92
43186LAC,3/27/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Milwaukee Bucks,105,98
43187CHA,3/28/18 07:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Cleveland Cavaliers,105,118
43187ORL,3/28/18 07:00,Amway Center,FALSE,Orlando Magic,Brooklyn Nets,104,111
43187PHI,3/28/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,New York Knicks,118,101
43187MEM,3/28/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Portland Trail Blazers,108,103
43187MIN,3/28/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Atlanta Hawks,126,114
43187UTA,3/28/18 09:30,EnergySolutions Arena,FALSE,Utah Jazz,Boston Celtics,94,97
43187PHO,3/28/18 10:00,US Airways Center,FALSE,Phoenix Suns,Los Angeles Clippers,99,111
43187LAL,3/28/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Dallas Mavericks,103,93
43188DET,3/29/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Washington Wizards,103,92
43188MIA,3/29/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Chicago Bulls,103,92
43188SA,3/29/18 08:00,AT&T Center,FALSE,San Antonio Spurs,Oklahoma City Thunder,103,99
43188SAC,3/29/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Indiana Pacers,103,106
43188GS,3/29/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Milwaukee Bucks,107,116
43189ORL,3/30/18 07:00,Amway Center,FALSE,Orlando Magic,Chicago Bulls,82,90
43189ATL,3/30/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Philadelphia 76ers,91,101
43189CLE,3/30/18 08:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,New Orleans Pelicans,107,102
43189HOU,3/30/18 08:00,Toyota Center,FALSE,Houston Rockets,Phoenix Suns,104,103
43189OKC,3/30/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Denver Nuggets,125,126
43189DAL,3/30/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Minnesota Timberwolves,92,93
43189UTA,3/30/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Memphis Grizzlies,107,97
43189LAL,3/30/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Milwaukee Bucks,122,124
43189POR,3/30/18 10:30,Rose Garden,FALSE,Portland Trail Blazers,Los Angeles Clippers,105,96
43190WAS,3/31/18 03:00,Verizon Center,FALSE,Washington Wizards,Charlotte Hornets,107,93
43190NY,3/31/18 05:00,Madison Square Garden,FALSE,New York Knicks,Detroit Pistons,109,115
43190BOS,3/31/18 07:30,TD Garden,FALSE,Boston Celtics,Toronto Raptors,110,99
43190MIA,3/31/18 08:00,AmericanAirlines Arena,FALSE,Miami Heat,Brooklyn Nets,109,110
43190SAC,3/31/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Golden State Warriors,96,112
43191CHA,4/01/18 01:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Philadelphia 76ers,102,119
43191CHI,4/01/18 03:30,United Center,FALSE,Chicago Bulls,Washington Wizards,113,94
43191LAC,4/01/18 03:30,Staples Center,FALSE,Los Angeles Clippers,Indiana Pacers,104,111
43191SA,4/01/18 03:30,AT&T Center,FALSE,San Antonio Spurs,Houston Rockets,100,83
43191ATL,4/01/18 06:00,Philips Arena,FALSE,Atlanta Hawks,Orlando Magic,94,88
43191BKN,4/01/18 06:00,Barclays Center,FALSE,Brooklyn Nets,Detroit Pistons,96,108
43191CLE,4/01/18 06:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Dallas Mavericks,98,87
43191NO,4/01/18 06:00,New Orleans Arena,FALSE,New Orleans Pelicans,Oklahoma City Thunder,104,109
43191MIN,4/01/18 07:00,Target Center,FALSE,Minnesota Timberwolves,Utah Jazz,97,121
43191DEN,4/01/18 08:00,Pepsi Center,FALSE,Denver Nuggets,Milwaukee Bucks,128,125
43191GS,4/01/18 08:30,Oracle Arena,FALSE,Golden State Warriors,Phoenix Suns,117,107
43191POR,4/01/18 09:00,Rose Garden,FALSE,Portland Trail Blazers,Memphis Grizzlies,113,98
43191LAL,4/01/18 09:30,Staples Center,FALSE,Los Angeles Lakers,Sacramento Kings,83,84
43193CLE,4/03/18 07:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Toronto Raptors,112,106
43193PHI,4/03/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Brooklyn Nets,121,95
43193MIA,4/03/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Atlanta Hawks,101,98
43193NY,4/03/18 07:30,Madison Square Garden,FALSE,New York Knicks,Orlando Magic,73,97
43193CHI,4/03/18 08:00,United Center,FALSE,Chicago Bulls,Charlotte Hornets,120,114
43193HOU,4/03/18 08:00,Toyota Center,FALSE,Houston Rockets,Washington Wizards,120,104
43193MIL,4/03/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Boston Celtics,106,102
43193OKC,4/03/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Golden State Warriors,107,111
43193DAL,4/03/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Portland Trail Blazers,115,109
43193DEN,4/03/18 09:00,Pepsi Center,FALSE,Denver Nuggets,Indiana Pacers,107,104
43193UTA,4/03/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Los Angeles Lakers,117,110
43193PHO,4/03/18 10:00,US Airways Center,FALSE,Phoenix Suns,Sacramento Kings,97,94
43193LAC,4/03/18 10:30,Staples Center,FALSE,Los Angeles Clippers,San Antonio Spurs,113,110
43194DET,4/04/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Philadelphia 76ers,108,115
43194ORL,4/04/18 07:00,Amway Center,FALSE,Orlando Magic,Dallas Mavericks,105,100
43194TOR,4/04/18 07:00,Air Canada Centre,FALSE,Toronto Raptors,Boston Celtics,96,78
43194ATL,4/04/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Miami Heat,86,115
43194NO,4/04/18 09:30,New Orleans Arena,FALSE,New Orleans Pelicans,Memphis Grizzlies,123,95
43194LAL,4/04/18 10:30,Staples Center,FALSE,Los Angeles Lakers,San Antonio Spurs,122,112
43195IND,4/05/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Golden State Warriors,126,106
43195CLE,4/05/18 08:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Washington Wizards,119,115
43195HOU,4/05/18 08:00,Toyota Center,FALSE,Houston Rockets,Portland Trail Blazers,96,94
43195MIL,4/05/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Brooklyn Nets,111,119
43195UTA,4/05/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Los Angeles Clippers,117,95
43195DEN,4/05/18 10:30,Pepsi Center,FALSE,Denver Nuggets,Minnesota Timberwolves,100,96
43196DET,4/06/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Dallas Mavericks,113,106
43196ORL,4/06/18 07:00,Amway Center,FALSE,Orlando Magic,Charlotte Hornets,100,137
43196PHI,4/06/18 07:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Cleveland Cavaliers,132,130
43196WAS,4/06/18 07:00,Verizon Center,FALSE,Washington Wizards,Atlanta Hawks,97,103
43196BOS,4/06/18 07:30,TD Garden,FALSE,Boston Celtics,Chicago Bulls,111,104
43196NY,4/06/18 07:30,Madison Square Garden,FALSE,New York Knicks,Miami Heat,122,98
43196TOR,4/06/18 07:30,Air Canada Centre,FALSE,Toronto Raptors,Indiana Pacers,92,73
43196MEM,4/06/18 08:00,FedExForum,FALSE,Memphis Grizzlies,Sacramento Kings,93,94
43196PHO,4/06/18 10:00,US Airways Center,FALSE,Phoenix Suns,New Orleans Pelicans,103,122
43196LAL,4/06/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Minnesota Timberwolves,96,113
43197LAC,4/07/18 03:30,Staples Center,FALSE,Los Angeles Clippers,Denver Nuggets,115,134
43197NY,4/07/18 07:30,Madison Square Garden,FALSE,New York Knicks,Milwaukee Bucks,102,115
43197CHI,4/07/18 08:00,United Center,FALSE,Chicago Bulls,Brooklyn Nets,96,124
43197GS,4/07/18 08:30,Oracle Arena,FALSE,Golden State Warriors,New Orleans Pelicans,120,126
43197HOU,4/07/18 08:30,Toyota Center,FALSE,Houston Rockets,Oklahoma City Thunder,102,108
43197SA,4/07/18 09:00,AT&T Center,FALSE,San Antonio Spurs,Portland Trail Blazers,116,105
43198CHA,4/08/18 01:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Indiana Pacers,117,123
43198PHI,4/08/18 01:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Dallas Mavericks,109,97
43198MEM,4/08/18 03:30,FedExForum,FALSE,Memphis Grizzlies,Detroit Pistons,130,117
43198LAL,4/08/18 06:00,Staples Center,FALSE,Los Angeles Lakers,Utah Jazz,97,112
43198TOR,4/08/18 06:00,Air Canada Centre,FALSE,Toronto Raptors,Orlando Magic,112,101
43198BOS,4/08/18 07:30,TD Garden,FALSE,Boston Celtics,Atlanta Hawks,106,112
43198PHO,4/08/18 09:00,US Airways Center,FALSE,Phoenix Suns,Golden State Warriors,100,117
43199DET,4/09/18 07:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Toronto Raptors,98,108
43199BKN,4/09/18 07:30,Barclays Center,FALSE,Brooklyn Nets,Chicago Bulls,114,105
43199MIA,4/09/18 07:30,AmericanAirlines Arena,FALSE,Miami Heat,Oklahoma City Thunder,93,115
43199NY,4/09/18 07:30,Madison Square Garden,FALSE,New York Knicks,Cleveland Cavaliers,109,123
43199MIL,4/09/18 08:00,Bradley Center,FALSE,Milwaukee Bucks,Orlando Magic,102,86
43199MIN,4/09/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Memphis Grizzlies,113,94
43199SA,4/09/18 08:30,AT&T Center,FALSE,San Antonio Spurs,Sacramento Kings,98,85
43199DEN,4/09/18 09:00,Pepsi Center,FALSE,Denver Nuggets,Portland Trail Blazers,88,82
43199LAC,4/09/18 10:30,Staples Center,FALSE,Los Angeles Clippers,New Orleans Pelicans,100,113
43200IND,4/10/18 07:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Charlotte Hornets,93,119
43200ATL,4/10/18 07:30,Philips Arena,FALSE,Atlanta Hawks,Philadelphia 76ers,113,121
43200WAS,4/10/18 08:00,Verizon Center,FALSE,Washington Wizards,Boston Celtics,113,101
43200DAL,4/10/18 08:30,American Airlines Center,FALSE,Dallas Mavericks,Phoenix Suns,97,124
43200UTA,4/10/18 09:00,EnergySolutions Arena,FALSE,Utah Jazz,Golden State Warriors,119,79
43200LAL,4/10/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Houston Rockets,99,105
43201BOS,4/11/18 08:00,TD Garden,FALSE,Boston Celtics,Brooklyn Nets,110,97
43201CHI,4/11/18 08:00,United Center,FALSE,Chicago Bulls,Detroit Pistons,87,119
43201CLE,4/11/18 08:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,New York Knicks,98,110
43201MIA,4/11/18 08:00,AmericanAirlines Arena,FALSE,Miami Heat,Toronto Raptors,116,109
43201MIN,4/11/18 08:00,Target Center,FALSE,Minnesota Timberwolves,Denver Nuggets,112,106
43201NO,4/11/18 08:00,New Orleans Arena,FALSE,New Orleans Pelicans,San Antonio Spurs,122,98
43201OKC,4/11/18 08:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Memphis Grizzlies,137,123
43201ORL,4/11/18 08:00,Amway Center,FALSE,Orlando Magic,Washington Wizards,101,92
43201PHI,4/11/18 08:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Milwaukee Bucks,130,95
43201LAC,4/11/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Los Angeles Lakers,100,115
43201POR,4/11/18 10:30,Rose Garden,FALSE,Portland Trail Blazers,Utah Jazz,102,93
43201SAC,4/11/18 10:30,Power Balance Pavilion,FALSE,Sacramento Kings,Houston Rockets,96,83
