pid,gid,team,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
353,43066GS,Golden State Warriors,8,2,3,1,1,1,1,1,1,0,0,0,0,0
49,43066GS,Golden State Warriors,6,4,0,0,0,1,1,2,2,0,0,0,0,5
325,43066GS,Golden State Warriors,4,0,1,1,0,0,0,0,0,0,0,0,0,0
89,43066LAC,Los Angeles Lakers,37,29,1,1,3,0,1,28,12,11,5,0,0,6
34,43066LAC,Los Angeles Lakers,26,3,7,3,1,0,4,7,1,6,1,0,0,5
256,43066LAC,Los Angeles Lakers,22,17,1,4,0,1,5,10,6,1,0,9,5,5
326,43066LAC,Los Angeles Lakers,16,5,1,0,0,2,4,8,2,2,0,2,1,1
106,43066LAC,Los Angeles Lakers,26,17,5,2,0,0,0,12,8,1,1,0,0,8
451,43066LAC,Los Angeles Lakers,24,11,1,3,0,1,5,5,2,2,0,10,7,3
222,43066LAC,Los Angeles Lakers,22,5,1,0,0,0,2,3,2,1,1,0,0,3
302,43066LAC,Los Angeles Lakers,20,15,3,3,0,0,2,7,5,5,3,2,2,2
72,43066LAC,Los Angeles Lakers,11,4,2,0,2,0,1,4,2,1,0,0,0,2
66,43066LAC,Los Angeles Lakers,7,0,1,0,0,0,0,0,0,0,0,0,0,0
565,43066LAC,Los Angeles Clippers,38,42,3,4,1,0,2,21,12,8,4,14,14,4
457,43066LAC,Los Angeles Clippers,38,19,6,3,1,0,2,16,7,6,1,5,4,8
206,43066LAC,Los Angeles Clippers,36,26,6,3,0,0,2,21,9,6,3,6,5,11
289,43066LAC,Los Angeles Clippers,31,9,0,5,1,0,4,4,3,0,0,3,3,9
562,43066LAC,Los Angeles Clippers,16,7,2,0,0,0,1,4,3,2,1,0,0,1
136,43066LAC,Los Angeles Clippers,15,6,0,0,1,1,0,4,2,2,0,2,2,6
521,43066LAC,Los Angeles Clippers,12,3,0,0,1,0,1,1,1,1,1,0,0,1
214,43066LAC,Los Angeles Clippers,10,0,0,0,0,0,2,2,0,0,0,0,0,2
161,43066LAC,Los Angeles Clippers,9,4,2,1,1,0,0,5,2,1,0,0,0,0
454,43066LAC,Los Angeles Clippers,6,0,0,1,0,1,3,0,0,0,0,0,0,1
543,43067CLE,Miami Heat,34,21,7,4,0,0,0,19,8,11,3,3,2,1
455,43067CLE,Miami Heat,27,15,2,2,1,0,3,9,6,5,3,0,0,2
573,43067CLE,Miami Heat,19,5,2,2,0,0,4,10,2,2,1,0,0,4
556,43067CLE,Miami Heat,19,11,0,1,2,1,3,10,5,0,0,3,1,14
276,43067CLE,Miami Heat,32,14,3,3,1,1,1,11,6,3,2,1,0,3
279,43067CLE,Miami Heat,24,0,1,2,0,1,2,5,0,3,0,0,0,3
156,43067CLE,Miami Heat,24,0,3,0,2,0,0,4,0,4,0,0,0,2
4,43067CLE,Miami Heat,18,19,2,0,0,1,0,7,7,0,0,5,5,6
412,43067CLE,Miami Heat,11,5,0,1,0,0,4,3,2,1,1,0,0,3
223,43067CLE,Miami Heat,5,0,0,0,0,0,0,0,0,0,0,0,0,1
547,43067CLE,Miami Heat,3,0,0,0,0,1,0,1,0,0,0,0,0,1
492,43067CLE,Cleveland Cavaliers,42,12,2,0,1,0,1,13,5,9,2,1,0,5
266,43067CLE,Cleveland Cavaliers,28,21,6,2,5,1,1,16,10,3,1,1,0,12
328,43067CLE,Cleveland Cavaliers,25,38,2,3,2,0,0,16,10,8,4,17,14,9
127,43067CLE,Cleveland Cavaliers,20,0,0,2,0,0,5,2,0,1,0,0,0,2
88,43067CLE,Cleveland Cavaliers,17,1,3,1,1,0,3,0,0,0,0,2,1,2
542,43067CLE,Cleveland Cavaliers,28,17,4,2,2,0,1,16,8,2,1,0,0,5
300,43067CLE,Cleveland Cavaliers,27,11,1,0,0,0,1,8,4,7,3,0,0,2
205,43067CLE,Cleveland Cavaliers,27,6,2,1,0,1,3,4,2,1,0,2,2,4
178,43067CLE,Cleveland Cavaliers,21,2,1,2,1,0,2,4,1,2,0,0,0,4
415,43067CLE,Cleveland Cavaliers,2,0,0,0,0,0,0,0,0,0,0,0,0,0
240,43067CLE,Cleveland Cavaliers,2,0,0,0,0,0,0,1,0,0,0,0,0,0
548,43067CHI,Phoenix Suns,40,25,1,2,1,1,3,20,10,5,1,4,4,7
68,43067CHI,Phoenix Suns,33,33,4,3,1,1,0,23,10,9,5,10,8,9
531,43067CHI,Phoenix Suns,31,14,7,4,1,0,0,9,5,1,1,5,3,5
51,43067CHI,Phoenix Suns,23,0,2,0,0,0,2,2,0,2,0,0,0,4
100,43067CHI,Phoenix Suns,18,1,2,0,0,1,2,0,0,0,0,2,1,5
315,43067CHI,Phoenix Suns,30,13,1,2,0,0,0,10,6,0,0,2,1,18
102,43067CHI,Phoenix Suns,25,4,0,2,0,1,1,5,2,1,0,0,0,6
267,43067CHI,Phoenix Suns,17,5,7,2,1,0,2,8,2,5,1,0,0,1
131,43067CHI,Phoenix Suns,15,9,1,0,0,0,0,7,3,6,3,0,0,1
262,43067CHI,Phoenix Suns,8,0,0,0,0,0,2,3,0,1,0,0,0,1
534,43067CHI,Chicago Bulls,39,5,4,1,3,0,3,7,2,5,1,0,0,6
340,43067CHI,Chicago Bulls,34,12,4,0,0,1,2,15,4,11,3,2,1,6
239,43067CHI,Chicago Bulls,34,25,5,1,2,3,6,15,9,9,6,2,1,3
327,43067CHI,Chicago Bulls,34,10,3,2,0,1,1,15,4,0,0,2,2,7
152,43067CHI,Chicago Bulls,33,24,8,4,4,1,4,16,10,5,4,0,0,4
200,43067CHI,Chicago Bulls,21,6,2,0,1,0,1,7,3,1,0,0,0,3
440,43067CHI,Chicago Bulls,18,9,1,0,0,0,1,5,3,2,1,2,2,4
61,43067CHI,Chicago Bulls,11,6,0,1,0,0,0,8,2,3,1,2,1,4
588,43067CHI,Chicago Bulls,6,0,0,0,0,1,0,5,0,4,0,0,0,3
45,43067MIN,Washington Wizards,34,8,6,1,0,1,1,11,2,1,0,6,4,2
439,43067MIN,Washington Wizards,32,22,0,1,0,0,1,18,8,8,4,2,2,8
377,43067MIN,Washington Wizards,21,2,1,3,0,0,3,6,1,3,0,0,0,4
197,43067MIN,Washington Wizards,20,9,1,0,0,0,1,8,4,0,0,2,1,7
177,43067MIN,Washington Wizards,16,2,4,0,0,0,1,2,1,0,0,1,0,1
337,43067MIN,Washington Wizards,27,2,1,0,0,2,4,4,1,0,0,0,0,8
478,43067MIN,Washington Wizards,20,12,2,1,2,0,0,8,5,4,1,2,1,5
359,43067MIN,Washington Wizards,17,12,0,0,0,0,2,6,4,6,4,0,0,0
191,43067MIN,Minnesota Timberwolves,41,16,1,1,0,0,2,13,8,0,0,2,0,11
288,43067MIN,Minnesota Timberwolves,40,12,7,0,1,0,3,9,4,6,2,3,2,4
525,43067MIN,Minnesota Timberwolves,40,20,0,4,1,0,4,19,9,5,2,0,0,17
86,43067MIN,Minnesota Timberwolves,38,17,10,1,1,0,1,17,5,9,3,4,4,7
557,43067MIN,Minnesota Timberwolves,37,13,4,1,0,1,2,15,5,5,1,3,2,2
125,43067MIN,Minnesota Timberwolves,16,10,1,2,0,0,0,8,4,4,2,0,0,1
143,43067MIN,Minnesota Timberwolves,15,1,2,0,0,0,3,2,0,1,0,2,1,5
74,43067MIN,Minnesota Timberwolves,8,0,2,0,0,0,1,1,0,0,0,0,0,1
384,43067MIN,Minnesota Timberwolves,4,0,0,1,0,0,1,1,0,0,0,0,0,1
495,43067SAC,Milwaukee Bucks,30,9,2,1,1,1,1,3,3,2,2,2,1,2
20,43067SAC,Milwaukee Bucks,26,32,5,2,5,1,4,16,11,1,1,13,9,5
227,43067SAC,Milwaukee Bucks,24,9,1,1,0,3,2,8,4,0,0,2,1,5
62,43067SAC,Milwaukee Bucks,24,21,5,0,3,0,1,10,7,4,3,5,4,5
362,43067SAC,Milwaukee Bucks,24,12,2,2,1,0,4,7,4,5,2,3,2,4
320,43067SAC,Milwaukee Bucks,25,2,2,2,1,0,2,2,1,1,0,0,0,1
513,43067SAC,Milwaukee Bucks,23,3,3,1,1,0,2,5,1,4,1,0,0,2
338,43067SAC,Milwaukee Bucks,20,8,0,0,0,0,3,7,4,2,0,2,0,5
73,43067SAC,Milwaukee Bucks,20,9,5,1,1,0,0,7,4,1,0,2,1,6
570,43067SAC,Milwaukee Bucks,13,4,1,1,0,0,2,3,2,0,0,0,0,2
67,43067SAC,Milwaukee Bucks,4,1,0,0,0,0,0,0,0,0,0,2,1,1
538,43067SAC,Milwaukee Bucks,4,2,0,0,0,0,1,2,1,1,0,0,0,0
511,43067SAC,Sacramento Kings,25,18,0,1,0,0,2,8,5,3,3,7,5,2
175,43067SAC,Sacramento Kings,24,4,2,2,0,0,3,10,2,3,0,0,0,1
234,43067SAC,Sacramento Kings,20,2,2,0,0,0,3,2,0,2,0,2,2,2
452,43067SAC,Sacramento Kings,19,10,1,2,0,1,1,9,5,1,0,0,0,5
342,43067SAC,Sacramento Kings,24,8,7,3,1,0,1,9,3,1,0,2,2,2
97,43067SAC,Sacramento Kings,24,10,1,4,0,0,4,10,5,1,0,2,0,10
232,43067SAC,Sacramento Kings,21,13,0,1,1,0,1,10,5,2,1,2,2,2
64,43067SAC,Sacramento Kings,20,7,1,3,2,0,2,3,2,2,1,3,2,0
301,43067SAC,Sacramento Kings,14,2,1,0,0,0,1,2,0,0,0,6,2,7
93,43067SAC,Sacramento Kings,9,0,0,0,0,1,1,3,0,0,0,0,0,2
456,43067SAC,Sacramento Kings,8,2,0,0,1,0,0,1,0,1,0,2,2,0
263,43067SAC,Sacramento Kings,7,0,0,0,0,0,0,2,0,1,0,0,0,1
216,43067UTA,Denver Nuggets,33,18,1,2,0,1,2,16,6,11,4,2,2,3
386,43067UTA,Denver Nuggets,29,10,2,3,1,0,1,13,5,6,0,0,0,1
164,43067UTA,Denver Nuggets,23,11,0,2,0,0,0,8,3,0,0,6,5,8
39,43067UTA,Denver Nuggets,31,9,0,0,0,0,3,7,3,2,1,2,2,4
383,43067UTA,Denver Nuggets,19,6,3,5,1,1,1,6,2,2,0,2,2,3
333,43067UTA,Denver Nuggets,18,6,0,1,1,0,0,6,2,2,0,2,2,2
435,43067UTA,Denver Nuggets,16,0,0,1,1,0,1,3,0,0,0,0,0,2
46,43067UTA,Denver Nuggets,11,3,1,1,1,0,0,2,1,1,0,2,1,2
124,43067UTA,Denver Nuggets,6,0,0,0,0,0,0,1,0,1,0,0,0,1
166,43067UTA,Utah Jazz,33,24,5,1,1,3,1,16,12,0,0,0,0,9
371,43067UTA,Utah Jazz,30,16,2,2,2,0,4,12,5,5,2,4,4,3
255,43067UTA,Utah Jazz,30,5,6,3,0,0,1,7,2,5,1,0,0,4
467,43067UTA,Utah Jazz,29,13,5,1,1,1,3,10,5,5,2,2,1,4
272,43067UTA,Utah Jazz,27,15,2,0,0,1,2,10,6,4,3,0,0,8
406,43067UTA,Utah Jazz,21,11,1,1,0,0,1,7,4,4,3,0,0,1
85,43067UTA,Utah Jazz,20,14,0,0,1,0,2,10,4,5,3,3,3,4
479,43067UTA,Utah Jazz,15,2,1,0,2,0,3,5,1,3,0,0,0,3
529,43067UTA,Utah Jazz,15,2,1,1,0,1,2,3,1,0,0,0,0,4
575,43067UTA,Utah Jazz,3,0,0,0,0,0,0,1,0,0,0,0,0,1
71,43067UTA,Utah Jazz,2,0,0,0,0,0,0,1,0,0,0,0,0,2
68,43068DET,Phoenix Suns,27,22,0,7,1,0,3,8,7,3,2,6,6,4
373,43068DET,Phoenix Suns,25,14,5,3,2,0,1,10,7,0,0,0,0,7
102,43068DET,Phoenix Suns,23,10,1,0,2,1,5,6,2,4,1,6,5,4
531,43068DET,Phoenix Suns,23,13,4,2,1,0,2,8,4,2,1,4,4,2
548,43068DET,Phoenix Suns,23,7,0,1,0,1,0,6,2,1,0,4,3,2
262,43068DET,Phoenix Suns,32,20,1,2,3,0,2,19,9,2,0,4,2,7
150,43068DET,Phoenix Suns,22,3,3,0,1,0,2,4,1,3,1,0,0,2
315,43068DET,Phoenix Suns,17,4,1,0,0,1,0,7,2,0,0,0,0,3
51,43068DET,Phoenix Suns,17,3,2,1,1,0,3,4,1,4,1,0,0,2
267,43068DET,Phoenix Suns,16,8,4,2,1,1,0,8,3,1,0,4,2,4
131,43068DET,Phoenix Suns,16,3,0,1,0,0,1,4,1,2,1,0,0,0
70,43068DET,Detriot Pistons,28,20,1,1,2,0,3,12,9,3,2,0,0,0
149,43068DET,Detriot Pistons,28,13,7,2,1,1,2,8,5,0,0,3,3,7
219,43068DET,Detriot Pistons,27,20,1,0,0,0,1,14,8,6,2,3,2,7
265,43068DET,Detriot Pistons,22,23,5,4,2,0,3,13,9,4,2,4,3,1
278,43068DET,Detriot Pistons,22,4,0,2,3,0,0,4,2,0,0,0,0,3
294,43068DET,Detriot Pistons,26,12,6,2,2,0,3,8,4,2,2,2,2,2
181,43068DET,Detriot Pistons,20,9,1,1,0,1,2,8,3,7,3,0,0,4
523,43068DET,Detriot Pistons,16,6,0,2,1,1,1,5,2,4,2,0,0,5
375,43068DET,Detriot Pistons,15,4,3,1,0,2,3,2,1,0,0,2,2,6
83,43068DET,Detriot Pistons,5,0,0,1,0,0,0,1,0,1,0,0,0,1
155,43068DET,Detriot Pistons,5,2,1,1,0,0,0,2,1,1,0,0,0,4
188,43068ORL,Oklahoma City Thunder,41,22,5,2,1,0,2,17,7,6,2,7,6,5
552,43068ORL,Oklahoma City Thunder,38,37,5,7,5,0,3,23,11,10,7,12,8,11
21,43068ORL,Oklahoma City Thunder,34,16,2,1,0,1,2,16,5,9,3,3,3,7
3,43068ORL,Oklahoma City Thunder,28,6,0,0,1,1,4,10,3,0,0,2,0,8
199,43068ORL,Oklahoma City Thunder,20,9,2,0,1,2,0,6,4,2,0,2,1,1
170,43068ORL,Oklahoma City Thunder,20,0,0,0,0,0,2,3,0,2,0,0,0,2
169,43068ORL,Oklahoma City Thunder,16,5,2,1,0,0,1,9,2,1,0,2,1,4
275,43068ORL,Oklahoma City Thunder,7,2,0,0,0,0,3,4,1,0,0,0,0,1
424,43068ORL,Oklahoma City Thunder,7,0,0,0,0,0,2,0,0,0,0,0,0,0
195,43068ORL,Orlando Magic,44,40,4,1,4,1,1,23,13,12,6,11,8,15
486,43068ORL,Orlando Magic,33,6,2,2,0,0,5,3,2,0,0,3,2,0
174,43068ORL,Orlando Magic,33,16,3,3,0,1,3,12,5,8,3,3,3,1
429,43068ORL,Orlando Magic,31,19,6,2,4,1,4,10,8,0,0,5,3,5
29,43068ORL,Orlando Magic,17,11,3,0,1,0,1,5,4,2,2,2,1,1
58,43068ORL,Orlando Magic,17,8,1,3,0,1,2,5,4,0,0,0,0,4
5,43068ORL,Orlando Magic,16,0,0,1,0,1,2,2,0,1,0,0,0,1
465,43068ORL,Orlando Magic,14,6,1,1,0,2,1,3,2,3,2,0,0,1
230,43068ORL,Orlando Magic,4,0,1,0,0,0,0,0,0,0,0,0,0,2
439,43068PHI,Washington Wizards,25,8,2,2,3,0,2,14,3,2,0,2,2,4
45,43068PHI,Washington Wizards,23,21,1,0,1,0,6,12,6,5,4,5,5,4
197,43068PHI,Washington Wizards,21,6,1,0,0,1,2,7,3,0,0,2,0,2
177,43068PHI,Washington Wizards,19,4,3,3,0,0,2,4,2,1,0,0,0,3
377,43068PHI,Washington Wizards,17,7,0,1,0,0,3,9,3,3,1,0,0,2
359,43068PHI,Washington Wizards,26,21,1,1,1,0,5,11,5,6,3,9,8,4
337,43068PHI,Washington Wizards,25,8,1,1,2,0,4,3,2,0,0,6,4,2
350,43068PHI,Washington Wizards,17,4,1,0,0,1,5,6,1,2,0,2,2,4
478,43068PHI,Washington Wizards,8,0,0,1,0,1,2,1,0,0,0,0,0,1
485,43068PHI,Philadelphia 76ers,41,31,4,6,2,2,3,16,8,1,0,29,15,18
122,43068PHI,Philadelphia 76ers,34,9,1,3,2,0,4,12,4,5,1,0,0,12
158,43068PHI,Philadelphia 76ers,32,25,4,3,1,4,6,15,6,0,0,18,13,14
474,43068PHI,Philadelphia 76ers,32,24,2,1,1,0,2,12,8,3,1,7,7,8
453,43068PHI,Philadelphia 76ers,30,8,4,1,0,1,4,12,4,5,0,0,0,0
42,43068PHI,Philadelphia 76ers,26,14,4,1,0,0,0,7,4,1,0,8,6,1
349,43068PHI,Philadelphia 76ers,16,4,1,1,0,0,4,2,2,0,0,0,0,2
273,43068PHI,Philadelphia 76ers,13,0,2,0,0,1,1,1,0,0,0,2,0,6
4,43068NY,Miami Heat,31,9,0,1,2,0,3,5,4,0,0,2,1,5
455,43068NY,Miami Heat,30,13,1,2,3,1,3,14,5,8,2,2,1,3
543,43068NY,Miami Heat,30,10,8,1,1,1,2,10,3,4,1,6,3,1
573,43068NY,Miami Heat,17,5,3,2,1,0,0,5,2,1,0,2,1,5
279,43068NY,Miami Heat,29,13,3,2,2,1,1,11,5,6,1,2,2,1
156,43068NY,Miami Heat,27,3,0,0,2,0,0,7,1,7,1,0,0,1
412,43068NY,Miami Heat,25,18,2,4,0,1,5,11,6,4,3,3,3,5
276,43068NY,Miami Heat,19,9,1,2,1,0,5,7,3,4,2,3,1,4
361,43068NY,Miami Heat,5,0,0,1,0,0,0,1,0,0,0,0,0,4
547,43068NY,Miami Heat,4,0,0,0,1,0,0,1,0,1,0,0,0,0
313,43068NY,New York Knicks,28,17,2,1,3,1,0,9,5,2,2,5,5,5
292,43068NY,New York Knicks,25,22,1,1,1,0,2,9,7,0,0,9,8,14
260,43068NY,New York Knicks,24,2,7,1,1,0,2,3,1,1,0,0,0,3
352,43068NY,New York Knicks,29,12,1,1,0,1,2,7,6,0,0,1,0,2
482,43068NY,New York Knicks,24,8,6,2,1,0,1,9,3,1,0,2,2,0
516,43068NY,New York Knicks,21,8,2,1,0,0,2,2,1,2,1,6,5,4
47,43068NY,New York Knicks,19,6,0,4,0,1,2,7,3,2,0,0,0,7
407,43068NY,New York Knicks,14,9,1,3,1,0,4,4,4,0,0,1,1,7
32,43068NY,New York Knicks,9,2,3,1,2,0,1,1,1,0,0,0,0,2
146,43068NY,New York Knicks,6,5,0,0,0,0,0,4,2,1,1,0,0,0
41,43068TOR,Charlotte Hornets,33,10,5,3,1,0,1,9,3,3,1,3,3,1
94,43068TOR,Charlotte Hornets,32,9,5,5,0,0,3,10,1,2,0,7,7,6
246,43068TOR,Charlotte Hornets,31,22,3,1,1,0,1,12,8,0,0,8,6,10
295,43068TOR,Charlotte Hornets,28,12,1,0,0,0,1,8,4,0,0,5,4,1
566,43068TOR,Charlotte Hornets,20,5,0,0,3,0,0,4,2,2,1,0,0,3
305,43068TOR,Charlotte Hornets,29,18,3,1,1,1,4,13,7,4,2,2,2,3
291,43068TOR,Charlotte Hornets,28,18,2,0,0,0,2,13,7,4,2,2,2,7
372,43068TOR,Charlotte Hornets,16,9,4,0,0,1,2,6,3,4,3,0,0,2
585,43068TOR,Charlotte Hornets,16,6,3,2,0,0,2,1,0,0,0,8,6,2
31,43068TOR,Charlotte Hornets,6,0,0,0,0,0,1,1,0,0,0,0,0,1
198,43068TOR,Charlotte Hornets,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,43068TOR,Charlotte Hornets,1,4,0,0,0,0,0,2,2,0,0,0,0,0
329,43068TOR,Toronto Raptors,37,36,6,3,1,0,4,18,12,11,8,4,4,5
140,43068TOR,Toronto Raptors,35,30,6,1,0,0,3,22,14,2,0,3,2,4
252,43068TOR,Toronto Raptors,30,8,1,2,1,1,0,12,4,3,0,0,0,8
23,43068TOR,Toronto Raptors,19,0,0,1,1,0,0,1,0,0,0,0,0,3
535,43068TOR,Toronto Raptors,19,8,9,0,0,0,2,6,3,2,2,1,0,1
484,43068TOR,Toronto Raptors,18,4,1,0,0,1,2,4,2,1,0,0,0,6
363,43068TOR,Toronto Raptors,17,7,1,0,1,0,0,8,3,6,1,0,0,0
443,43068TOR,Toronto Raptors,17,10,0,1,0,0,0,7,3,5,2,2,2,4
399,43068TOR,Toronto Raptors,8,3,0,0,1,0,3,3,1,1,1,0,0,1
411,43068HOU,Indianapolis Pacers,34,19,5,2,5,2,1,20,8,8,1,2,2,3
113,43068HOU,Indianapolis Pacers,32,5,5,2,1,0,4,8,2,3,1,0,0,6
584,43068HOU,Indianapolis Pacers,31,23,2,2,0,0,1,15,11,2,1,0,0,4
528,43068HOU,Indianapolis Pacers,31,15,1,4,0,4,2,14,6,3,0,3,3,10
290,43068HOU,Indianapolis Pacers,25,0,1,0,2,0,1,3,0,1,0,0,0,0
499,43068HOU,Indianapolis Pacers,25,11,4,0,1,0,2,8,5,2,1,0,0,4
471,43068HOU,Indianapolis Pacers,20,4,0,1,0,1,4,4,2,0,0,0,0,7
312,43068HOU,Indianapolis Pacers,3,0,0,0,0,0,0,0,0,0,0,0,0,1
560,43068HOU,Indianapolis Pacers,2,0,0,0,0,0,0,0,0,0,0,0,0,0
211,43068HOU,Houston Rockets,35,29,10,1,1,0,2,22,8,12,4,9,9,8
18,43068HOU,Houston Rockets,31,19,2,3,0,0,1,11,6,9,5,2,2,9
426,43068HOU,Houston Rockets,30,13,7,2,0,0,0,8,5,3,2,2,1,6
91,43068HOU,Houston Rockets,28,22,1,2,2,0,2,15,10,0,0,2,2,13
25,43068HOU,Houston Rockets,26,14,1,4,3,0,1,7,5,5,4,0,0,2
196,43068HOU,Houston Rockets,26,10,3,3,1,0,2,10,4,4,1,4,1,1
526,43068HOU,Houston Rockets,21,6,0,2,0,0,1,3,2,3,2,0,0,0
60,43068HOU,Houston Rockets,2,0,0,0,0,0,0,1,0,1,0,0,0,0
77,43068HOU,Houston Rockets,2,0,0,0,0,0,0,1,0,1,0,0,0,0
550,43068HOU,Houston Rockets,2,0,0,0,1,0,1,0,0,0,0,0,0,2
288,43068NO,Minnesota Timberwolves,42,16,6,1,4,0,1,9,6,3,2,3,2,4
191,43068NO,Minnesota Timberwolves,38,10,4,2,1,0,1,7,4,0,0,2,2,10
557,43068NO,Minnesota Timberwolves,37,28,5,2,0,1,1,18,10,6,3,5,5,8
86,43068NO,Minnesota Timberwolves,33,19,3,2,1,0,0,12,8,2,1,2,2,4
525,43068NO,Minnesota Timberwolves,21,11,3,6,0,0,5,7,4,2,1,2,2,10
143,43068NO,Minnesota Timberwolves,37,19,5,2,4,0,4,13,8,4,1,2,2,6
125,43068NO,Minnesota Timberwolves,26,12,3,1,0,0,0,11,5,3,0,3,2,1
74,43068NO,Minnesota Timberwolves,7,5,1,1,0,0,2,4,2,3,1,0,0,1
189,43068NO,Minnesota Timberwolves,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,43068NO,New Orleans Pelicans,39,17,6,4,1,1,2,15,7,6,1,3,2,10
238,43068NO,New Orleans Pelicans,38,27,5,3,2,1,2,20,10,11,5,2,2,1
463,43068NO,New Orleans Pelicans,27,3,7,3,1,0,3,3,1,2,1,0,0,1
374,43068NO,New Orleans Pelicans,27,5,1,0,1,0,1,8,2,3,0,1,1,2
132,43068NO,New Orleans Pelicans,18,17,0,2,0,0,2,13,7,0,0,3,3,5
393,43068NO,New Orleans Pelicans,27,7,3,1,2,0,1,4,3,2,1,0,0,1
364,43068NO,New Orleans Pelicans,25,12,1,1,1,0,2,10,4,7,4,0,0,0
128,43068NO,New Orleans Pelicans,17,5,0,0,0,0,1,4,2,2,1,0,0,4
12,43068NO,New Orleans Pelicans,16,7,2,2,0,0,1,6,2,2,1,2,2,3
141,43068NO,New Orleans Pelicans,4,0,1,0,0,0,1,0,0,0,0,0,0,1
105,43068NO,New Orleans Pelicans,2,2,1,0,0,0,1,1,1,0,0,0,0,0
92,43068DAL,Brooklyn Nets,34,22,1,2,0,0,2,14,7,7,4,5,4,7
144,43068DAL,Brooklyn Nets,33,19,6,1,0,1,5,15,6,6,2,8,5,3
217,43068DAL,Brooklyn Nets,30,11,2,0,0,0,2,9,4,5,1,3,2,4
69,43068DAL,Brooklyn Nets,28,16,2,3,0,0,3,13,8,1,0,2,0,10
586,43068DAL,Brooklyn Nets,22,9,4,3,2,0,2,6,4,0,0,3,1,7
319,43068DAL,Brooklyn Nets,28,13,5,0,1,0,2,13,5,3,2,2,1,6
2,43068DAL,Brooklyn Nets,20,4,1,1,1,0,1,3,1,3,1,2,1,5
296,43068DAL,Brooklyn Nets,17,3,2,2,0,0,2,6,1,3,1,0,0,3
9,43068DAL,Brooklyn Nets,16,6,0,0,1,0,0,4,3,0,0,0,0,6
555,43068DAL,Brooklyn Nets,12,6,2,2,0,0,2,7,3,1,0,0,0,1
37,43068DAL,Dallas Mavericks,36,17,6,1,2,0,1,10,5,1,0,8,7,8
344,43068DAL,Dallas Mavericks,36,8,2,1,0,0,2,8,3,5,2,0,0,3
401,43068DAL,Dallas Mavericks,26,10,1,0,0,0,2,9,4,4,2,0,0,7
490,43068DAL,Dallas Mavericks,25,10,3,2,0,0,1,11,3,1,0,4,4,2
297,43068DAL,Dallas Mavericks,23,16,0,1,0,1,5,11,7,4,2,0,0,7
215,43068DAL,Dallas Mavericks,23,11,3,2,2,0,6,8,5,2,1,1,0,2
171,43068DAL,Dallas Mavericks,22,8,1,0,0,1,2,7,2,2,0,4,4,5
442,43068DAL,Dallas Mavericks,20,14,3,2,1,1,1,8,6,2,1,2,1,7
360,43068DAL,Dallas Mavericks,7,1,1,0,0,0,1,0,0,0,0,2,1,0
574,43068DAL,Dallas Mavericks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,43068SA,Memphis Grizzlies,36,10,7,2,0,0,2,11,4,0,0,2,2,6
75,43068SA,Memphis Grizzlies,33,8,2,3,0,0,2,6,3,3,2,0,0,2
162,43068SA,Memphis Grizzlies,31,22,5,4,0,0,2,17,9,6,3,2,1,3
204,43068SA,Memphis Grizzlies,28,9,2,2,1,0,2,9,4,2,1,0,0,8
356,43068SA,Memphis Grizzlies,27,10,1,1,1,0,3,10,3,5,2,2,2,3
221,43068SA,Memphis Grizzlies,24,13,2,1,0,0,1,9,5,3,2,2,1,6
159,43068SA,Memphis Grizzlies,23,15,1,3,2,0,2,6,4,2,1,6,6,5
341,43068SA,Memphis Grizzlies,19,6,1,1,0,0,3,7,2,1,0,2,2,2
133,43068SA,Memphis Grizzlies,13,0,0,0,0,1,1,1,0,0,0,0,0,2
487,43068SA,Memphis Grizzlies,5,2,0,0,0,0,1,1,1,0,0,0,0,0
8,43068SA,San Antonio Spurs,37,41,1,1,0,1,2,24,17,3,3,4,4,6
17,43068SA,San Antonio Spurs,29,10,2,1,4,0,0,7,4,0,0,3,2,4
184,43068SA,San Antonio Spurs,29,4,1,0,2,1,1,6,2,0,0,0,0,6
201,43068SA,San Antonio Spurs,28,5,2,1,1,1,2,4,2,3,1,0,0,4
421,43068SA,San Antonio Spurs,18,10,5,1,0,0,2,7,4,0,0,2,2,2
185,43068SA,San Antonio Spurs,22,7,1,1,1,2,3,8,2,4,0,3,3,5
173,43068SA,San Antonio Spurs,17,7,1,0,0,0,0,6,2,5,2,3,1,1
385,43068SA,San Antonio Spurs,5,3,0,0,0,0,1,1,1,0,0,2,1,0
425,43068SA,San Antonio Spurs,4,0,0,0,0,0,2,0,0,0,0,0,0,0
153,43068LAL,Golden State Warriors,42,29,5,6,1,1,4,25,12,7,3,4,2,7
130,43068LAL,Golden State Warriors,39,28,7,5,0,0,4,20,9,9,3,8,7,5
518,43068LAL,Golden State Warriors,39,20,2,0,0,0,1,12,6,8,4,4,4,3
202,43068LAL,Golden State Warriors,38,15,9,4,4,0,2,10,5,3,1,6,4,11
417,43068LAL,Golden State Warriors,14,11,2,1,1,0,2,5,5,0,0,1,1,6
253,43068LAL,Golden State Warriors,35,2,3,0,0,1,2,4,1,1,0,0,0,6
