pid,gid,team,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
21,43068ORL,Oklahoma City Thunder,34,16,2,1,0,1,2,16,5,9,3,3,3,7
3,43068ORL,Oklahoma City Thunder,28,6,0,0,1,1,4,10,3,0,0,2,0,8
199,43068ORL,Oklahoma City Thunder,20,9,2,0,1,2,0,6,4,2,0,2,1,1
170,43068ORL,Oklahoma City Thunder,20,0,0,0,0,0,2,3,0,2,0,0,0,2
169,43068ORL,Oklahoma City Thunder,16,5,2,1,0,0,1,9,2,1,0,2,1,4
275,43068ORL,Oklahoma City Thunder,7,2,0,0,0,0,3,4,1,0,0,0,0,1
424,43068ORL,Oklahoma City Thunder,7,0,0,0,0,0,2,0,0,0,0,0,0,0
485,43068PHI,Philadelphia 76ers,41,31,4,6,2,2,3,16,8,1,0,29,15,18
122,43068PHI,Philadelphia 76ers,34,9,1,3,2,0,4,12,4,5,1,0,0,12
158,43068PHI,Philadelphia 76ers,32,25,4,3,1,4,6,15,6,0,0,18,13,14
474,43068PHI,Philadelphia 76ers,32,24,2,1,1,0,2,12,8,3,1,7,7,8
453,43068PHI,Philadelphia 76ers,30,8,4,1,0,1,4,12,4,5,0,0,0,0
42,43068PHI,Philadelphia 76ers,26,14,4,1,0,0,0,7,4,1,0,8,6,1
349,43068PHI,Philadelphia 76ers,16,4,1,1,0,0,4,2,2,0,0,0,0,2
273,43068PHI,Philadelphia 76ers,13,0,2,0,0,1,1,1,0,0,0,2,0,6
329,43068TOR,Toronto Raptors,37,36,6,3,1,0,4,18,12,11,8,4,4,5
140,43068TOR,Toronto Raptors,35,30,6,1,0,0,3,22,14,2,0,3,2,4
252,43068TOR,Toronto Raptors,30,8,1,2,1,1,0,12,4,3,0,0,0,8
23,43068TOR,Toronto Raptors,19,0,0,1,1,0,0,1,0,0,0,0,0,3
535,43068TOR,Toronto Raptors,19,8,9,0,0,0,2,6,3,2,2,1,0,1
484,43068TOR,Toronto Raptors,18,4,1,0,0,1,2,4,2,1,0,0,0,6
363,43068TOR,Toronto Raptors,17,7,1,0,1,0,0,8,3,6,1,0,0,0
443,43068TOR,Toronto Raptors,17,10,0,1,0,0,0,7,3,5,2,2,2,4
399,43068TOR,Toronto Raptors,8,3,0,0,1,0,3,3,1,1,1,0,0,1
211,43068HOU,Houston Rockets,35,29,10,1,1,0,2,22,8,12,4,9,9,8
18,43068HOU,Houston Rockets,31,19,2,3,0,0,1,11,6,9,5,2,2,9
426,43068HOU,Houston Rockets,30,13,7,2,0,0,0,8,5,3,2,2,1,6
91,43068HOU,Houston Rockets,28,22,1,2,2,0,2,15,10,0,0,2,2,13
25,43068HOU,Houston Rockets,26,14,1,4,3,0,1,7,5,5,4,0,0,2
196,43068HOU,Houston Rockets,26,10,3,3,1,0,2,10,4,4,1,4,1,1
526,43068HOU,Houston Rockets,21,6,0,2,0,0,1,3,2,3,2,0,0,0
60,43068HOU,Houston Rockets,2,0,0,0,0,0,0,1,0,1,0,0,0,0
77,43068HOU,Houston Rockets,2,0,0,0,0,0,0,1,0,1,0,0,0,0
550,43068HOU,Houston Rockets,2,0,0,0,1,0,1,0,0,0,0,0,0,2
153,43068LAL,Golden State Warriors,42,29,5,6,1,1,4,25,12,7,3,4,2,7
130,43068LAL,Golden State Warriors,39,28,7,5,0,0,4,20,9,9,3,8,7,5
518,43068LAL,Golden State Warriors,39,20,2,0,0,0,1,12,6,8,4,4,4,3
202,43068LAL,Golden State Warriors,38,15,9,4,4,0,2,10,5,3,1,6,4,11
417,43068LAL,Golden State Warriors,14,11,2,1,1,0,2,5,5,0,0,1,1,6
253,43068LAL,Golden State Warriors,35,2,3,0,0,1,2,4,1,1,0,0,0,6
583,43068LAL,Golden State Warriors,14,9,0,1,0,0,0,5,3,2,1,3,2,2
325,43068LAL,Golden State Warriors,13,2,0,0,1,1,0,6,1,0,0,0,0,4
49,43068LAL,Golden State Warriors,12,6,0,3,2,1,1,4,3,0,0,0,0,4
323,43068LAL,Golden State Warriors,10,5,0,2,1,0,2,2,2,0,0,2,1,1
347,43068LAL,Golden State Warriors,8,0,2,0,0,0,1,1,0,0,0,0,0,0
266,43069ATL,Cleveland Cavaliers,38,24,12,3,2,2,3,11,8,6,3,7,5,6
492,43069ATL,Cleveland Cavaliers,35,8,3,2,0,0,3,5,3,4,2,0,0,1
328,43069ATL,Cleveland Cavaliers,33,25,2,5,0,0,2,16,7,9,4,8,7,16
127,43069ATL,Cleveland Cavaliers,29,15,3,0,0,0,2,10,6,5,2,2,1,2
88,43069ATL,Cleveland Cavaliers,18,3,2,0,0,0,2,3,1,2,1,0,0,0
542,43069ATL,Cleveland Cavaliers,23,19,3,2,4,2,2,11,6,5,3,6,4,2
300,43069ATL,Cleveland Cavaliers,21,6,2,4,1,0,1,7,2,5,2,0,0,3
205,43069ATL,Cleveland Cavaliers,19,12,2,1,1,1,2,9,4,1,0,4,4,3
178,43069ATL,Cleveland Cavaliers,13,4,0,1,0,0,1,4,2,1,0,0,0,3
415,43069ATL,Cleveland Cavaliers,11,5,1,1,1,0,2,3,2,1,1,0,0,4
485,43069BOS,Philadelphia 76ers,40,15,7,5,5,0,1,14,6,0,0,4,3,6
474,43069BOS,Philadelphia 76ers,35,18,4,2,0,0,4,16,6,6,3,6,3,10
453,43069BOS,Philadelphia 76ers,33,17,5,2,1,1,1,15,5,6,4,3,3,3
122,43069BOS,Philadelphia 76ers,32,11,1,4,1,0,4,13,4,10,3,0,0,5
273,43069BOS,Philadelphia 76ers,22,6,4,1,3,0,3,5,2,1,0,5,2,6
42,43069BOS,Philadelphia 76ers,32,10,3,4,0,0,5,9,4,4,2,0,0,4
242,43069BOS,Philadelphia 76ers,20,9,0,1,0,0,2,7,4,1,1,0,0,7
498,43069BOS,Philadelphia 76ers,10,0,0,0,1,0,1,0,0,0,0,0,0,0
244,43069BOS,Boston Celtics,34,21,5,2,0,2,2,12,9,3,2,2,1,8
257,43069BOS,Boston Celtics,33,36,3,2,0,0,1,21,12,8,5,8,7,4
506,43069BOS,Boston Celtics,28,15,2,0,2,0,1,11,6,3,2,3,1,2
78,43069BOS,Boston Celtics,22,2,2,4,1,0,4,6,1,3,0,0,0,3
43,43069BOS,Boston Celtics,14,2,0,0,1,2,0,1,0,0,0,2,2,2
489,43069BOS,Boston Celtics,33,5,8,6,1,0,3,6,2,3,1,0,0,2
376,43069BOS,Boston Celtics,28,17,3,1,1,0,3,11,6,3,0,5,5,5
466,43069BOS,Boston Celtics,20,6,2,0,0,0,3,7,2,5,2,0,0,2
409,43069BOS,Boston Celtics,16,0,0,0,0,0,1,1,0,0,0,0,0,4
514,43069BOS,Boston Celtics,14,4,0,1,1,3,2,3,2,1,0,0,0,8
348,43069POR,Portland Trail Blazers,41,15,5,2,0,1,1,20,7,6,1,0,0,6
321,43069POR,Portland Trail Blazers,40,18,7,5,0,0,1,16,7,7,2,3,2,7
403,43069POR,Portland Trail Blazers,32,25,1,6,3,1,3,17,9,0,0,8,7,11
539,43069POR,Portland Trail Blazers,23,4,0,1,0,0,2,3,1,0,0,2,2,6
116,43069POR,Portland Trail Blazers,16,4,0,1,0,0,0,7,2,2,0,0,0,3
527,43069POR,Portland Trail Blazers,27,8,2,1,0,0,2,5,3,1,0,2,2,7
13,43069POR,Portland Trail Blazers,22,6,0,3,0,0,1,3,2,3,2,0,0,5
390,43069POR,Portland Trail Blazers,16,2,2,0,2,0,2,4,0,1,0,2,2,1
317,43069POR,Portland Trail Blazers,8,2,0,0,0,0,0,3,1,1,0,0,0,3
134,43069POR,Portland Trail Blazers,8,2,0,0,0,0,1,1,1,0,0,0,0,1
111,43069POR,Portland Trail Blazers,1,0,0,0,0,0,0,0,0,0,0,0,0,0
311,43069POR,Portland Trail Blazers,1,2,0,0,0,0,0,1,1,0,0,0,0,0
518,43070ORL,Golden State Warriors,35,27,5,0,0,0,1,14,11,4,3,2,2,3
202,43070ORL,Golden State Warriors,34,12,10,5,3,1,3,8,5,3,2,0,0,5
130,43070ORL,Golden State Warriors,33,23,10,4,3,0,2,20,9,8,3,2,2,6
153,43070ORL,Golden State Warriors,30,25,7,1,0,4,3,14,10,3,0,5,5,2
417,43070ORL,Golden State Warriors,15,6,4,1,0,1,1,4,3,0,0,0,0,8
347,43070ORL,Golden State Warriors,22,8,4,0,0,1,1,5,3,3,2,0,0,1
96,43070ORL,Golden State Warriors,20,11,1,2,0,0,1,5,4,1,1,2,2,6
49,43070ORL,Golden State Warriors,16,16,0,0,1,3,1,10,8,0,0,0,0,4
323,43070ORL,Golden State Warriors,16,0,1,2,1,0,1,2,0,0,0,0,0,2
551,43070ORL,Golden State Warriors,11,2,4,2,1,1,2,3,1,0,0,0,0,3
583,43070ORL,Golden State Warriors,2,3,0,0,0,0,0,2,1,2,1,0,0,0
325,43070ORL,Golden State Warriors,2,0,0,1,0,0,0,1,0,0,0,0,0,2
353,43070ORL,Golden State Warriors,2,0,0,1,0,0,0,0,0,0,0,0,0,0
329,43070TOR,Toronto Raptors,35,11,8,3,0,0,2,11,4,9,3,0,0,7
140,43070TOR,Toronto Raptors,34,26,5,2,2,1,0,21,9,1,0,10,8,5
252,43070TOR,Toronto Raptors,25,15,0,2,0,2,3,10,6,4,3,0,0,8
23,43070TOR,Toronto Raptors,20,5,1,1,1,0,2,5,2,2,0,1,1,1
484,43070TOR,Toronto Raptors,24,4,3,3,0,0,1,7,2,3,0,2,0,3
535,43070TOR,Toronto Raptors,24,11,6,0,1,0,2,9,5,1,1,0,0,4
363,43070TOR,Toronto Raptors,16,7,1,0,1,1,2,7,2,7,2,1,1,3
443,43070TOR,Toronto Raptors,15,10,4,0,0,1,1,8,4,5,1,1,1,3
188,43070OKC,Oklahoma City Thunder,42,36,9,2,0,3,4,21,10,9,5,11,11,4
552,43070OKC,Oklahoma City Thunder,37,15,14,7,2,0,2,21,6,8,0,4,3,9
3,43070OKC,Oklahoma City Thunder,32,27,0,1,1,1,5,11,11,0,0,5,5,6
21,43070OKC,Oklahoma City Thunder,29,9,1,1,0,0,3,7,4,3,1,0,0,6
199,43070OKC,Oklahoma City Thunder,25,9,1,0,1,2,1,5,4,1,1,0,0,3
424,43070OKC,Oklahoma City Thunder,14,0,1,1,1,0,1,0,0,0,0,0,0,5
248,43070OKC,Oklahoma City Thunder,13,3,0,0,0,0,2,4,1,2,1,0,0,1
169,43070OKC,Oklahoma City Thunder,11,4,1,1,0,0,0,4,2,1,0,0,0,1
170,43070OKC,Oklahoma City Thunder,3,0,0,0,0,0,0,1,0,0,0,0,0,0
114,43070OKC,Oklahoma City Thunder,2,2,1,1,0,0,1,0,0,0,0,2,2,1
244,43071BOS,Boston Celtics,32,14,11,1,0,1,1,10,6,4,2,0,0,5
78,43071BOS,Boston Celtics,32,17,2,1,2,1,3,8,4,5,3,8,6,0
257,43071BOS,Boston Celtics,31,19,5,3,2,0,1,14,8,3,2,1,1,0
506,43071BOS,Boston Celtics,27,15,2,1,2,2,2,8,6,1,1,2,2,6
43,43071BOS,Boston Celtics,18,6,2,1,0,1,2,6,3,0,0,0,0,1
489,43071BOS,Boston Celtics,28,13,7,0,0,1,2,6,3,5,2,6,5,4
376,43071BOS,Boston Celtics,27,17,0,1,0,0,1,14,6,6,1,6,4,8
466,43071BOS,Boston Celtics,19,3,2,1,1,0,2,6,1,3,1,0,0,3
409,43071BOS,Boston Celtics,15,6,0,0,0,0,0,3,2,3,2,0,0,2
514,43071BOS,Boston Celtics,10,6,1,0,1,0,2,5,3,1,0,0,0,2
266,43071CLE,Cleveland Cavaliers,39,34,12,5,0,1,1,22,13,3,0,8,8,2
492,43071CLE,Cleveland Cavaliers,34,17,2,2,3,0,1,8,6,5,4,2,1,5
328,43071CLE,Cleveland Cavaliers,30,20,2,1,0,0,2,12,7,4,3,3,3,11
127,43071CLE,Cleveland Cavaliers,22,5,0,0,1,0,0,4,1,4,1,2,2,0
88,43071CLE,Cleveland Cavaliers,14,0,1,0,0,0,1,1,0,1,0,0,0,0
300,43071CLE,Cleveland Cavaliers,32,9,2,0,0,4,1,7,3,6,3,0,0,2
542,43071CLE,Cleveland Cavaliers,25,16,4,2,1,2,2,9,6,0,0,5,4,2
205,43071CLE,Cleveland Cavaliers,24,9,1,0,3,0,1,6,3,0,0,3,3,4
178,43071CLE,Cleveland Cavaliers,14,6,0,0,0,0,4,5,3,1,0,0,0,4
415,43071CLE,Cleveland Cavaliers,6,0,0,0,0,0,1,1,0,0,0,0,0,1
485,43071PHI,Philadelphia 76ers,39,5,6,4,0,2,3,6,2,0,0,2,1,10
122,43071PHI,Philadelphia 76ers,39,25,3,2,2,2,3,19,8,13,6,3,3,8
453,43071PHI,Philadelphia 76ers,36,18,7,1,1,0,3,10,6,3,1,6,5,2
158,43071PHI,Philadelphia 76ers,32,25,0,6,1,0,4,21,7,3,0,12,11,10
474,43071PHI,Philadelphia 76ers,31,17,1,2,0,0,3,11,6,5,2,3,3,7
42,43071PHI,Philadelphia 76ers,26,9,2,1,0,0,1,9,2,3,1,4,4,2
273,43071PHI,Philadelphia 76ers,16,6,6,0,1,0,5,6,3,0,0,0,0,6
498,43071PHI,Philadelphia 76ers,9,0,1,0,1,0,0,1,0,0,0,0,0,0
321,43071POR,Portland Trail Blazers,40,29,8,1,1,0,1,25,11,11,4,3,3,5
348,43071POR,Portland Trail Blazers,34,17,3,1,0,0,3,22,8,6,1,0,0,4
116,43071POR,Portland Trail Blazers,25,8,2,0,1,1,0,7,3,4,2,0,0,4
403,43071POR,Portland Trail Blazers,24,8,1,1,0,0,5,11,4,0,0,0,0,4
539,43071POR,Portland Trail Blazers,13,5,0,0,0,2,0,3,2,0,0,1,1,7
13,43071POR,Portland Trail Blazers,26,7,0,1,0,0,1,7,3,5,1,0,0,5
527,43071POR,Portland Trail Blazers,24,4,1,0,0,0,1,7,2,2,0,0,0,2
390,43071POR,Portland Trail Blazers,24,15,2,1,3,0,1,10,4,4,1,6,6,7
317,43071POR,Portland Trail Blazers,16,17,3,0,1,0,4,9,7,2,2,1,1,2
134,43071POR,Portland Trail Blazers,8,6,0,0,0,0,1,3,3,0,0,0,0,4
202,43072MIA,Golden State Warriors,32,4,9,0,0,0,0,5,2,2,0,0,0,7
518,43072MIA,Golden State Warriors,31,19,4,1,0,0,1,15,8,7,2,2,1,5
130,43072MIA,Golden State Warriors,30,30,3,0,2,0,1,16,11,9,5,4,3,2
153,43072MIA,Golden State Warriors,28,24,7,4,1,0,1,18,9,7,2,4,4,3
417,43072MIA,Golden State Warriors,18,8,2,0,0,0,2,4,3,0,0,3,2,4
96,43072MIA,Golden State Warriors,25,10,0,0,0,0,2,6,3,0,0,4,4,5
347,43072MIA,Golden State Warriors,19,2,3,1,1,0,3,2,0,2,0,2,2,3
583,43072MIA,Golden State Warriors,15,8,0,2,0,0,2,4,3,3,2,0,0,0
49,43072MIA,Golden State Warriors,13,4,1,0,0,1,0,3,2,0,0,0,0,3
551,43072MIA,Golden State Warriors,12,8,0,1,0,1,1,4,3,0,0,5,2,5
325,43072MIA,Golden State Warriors,7,4,0,0,0,1,1,3,2,0,0,0,0,3
323,43072MIA,Golden State Warriors,6,0,2,0,0,1,0,2,0,0,0,0,0,0
353,43072MIA,Golden State Warriors,4,2,1,0,0,0,0,2,1,0,0,0,0,1
552,43072OKC,Oklahoma City Thunder,39,22,10,7,1,0,2,22,9,2,2,6,2,10
188,43072OKC,Oklahoma City Thunder,33,8,4,6,0,1,4,17,2,5,1,4,3,8
3,43072OKC,Oklahoma City Thunder,33,19,1,2,3,1,1,13,8,0,0,6,3,10
21,43072OKC,Oklahoma City Thunder,31,9,3,1,0,0,3,10,4,5,1,0,0,6
199,43072OKC,Oklahoma City Thunder,21,9,0,0,0,0,0,5,3,1,1,2,2,6
169,43072OKC,Oklahoma City Thunder,16,8,0,1,1,0,1,6,4,1,0,0,0,1
424,43072OKC,Oklahoma City Thunder,10,0,0,0,0,0,0,3,0,3,0,0,0,0
248,43072OKC,Oklahoma City Thunder,7,2,1,1,0,0,1,2,1,1,0,2,0,2
211,43072LAL,Houston Rockets,35,36,9,4,2,0,3,22,13,9,4,7,6,4
426,43072LAL,Houston Rockets,33,21,6,5,2,0,5,17,8,7,4,1,1,4
25,43072LAL,Houston Rockets,30,4,0,1,3,0,2,4,2,1,0,0,0,6
91,43072LAL,Houston Rockets,23,8,0,2,1,3,3,7,3,0,0,2,2,13
18,43072LAL,Houston Rockets,12,3,0,1,0,0,1,5,1,4,1,0,0,1
196,43072LAL,Houston Rockets,30,22,0,1,1,1,1,18,9,9,2,3,2,1
526,43072LAL,Houston Rockets,28,8,0,0,1,0,3,7,3,6,2,0,0,7
60,43072LAL,Houston Rockets,2,2,0,0,0,0,0,1,1,0,0,0,0,0
550,43072LAL,Houston Rockets,2,0,0,0,0,0,0,0,0,0,0,0,0,1
261,43072LAL,Houston Rockets,2,0,0,0,0,0,0,0,0,0,0,0,0,0
77,43072LAL,Houston Rockets,2,2,1,0,0,0,0,1,1,0,0,0,0,0
485,43073PHI,Philadelphia 76ers,36,20,7,3,6,0,3,18,9,0,0,2,2,8
122,43073PHI,Philadelphia 76ers,34,10,5,3,1,1,1,13,3,10,2,2,2,6
158,43073PHI,Philadelphia 76ers,34,22,2,0,0,4,1,18,7,0,0,8,8,12
474,43073PHI,Philadelphia 76ers,33,10,4,1,1,0,4,11,5,3,0,0,0,9
453,43073PHI,Philadelphia 76ers,33,25,1,2,1,0,3,16,9,10,3,4,4,1
42,43073PHI,Philadelphia 76ers,22,6,0,1,0,0,4,6,2,5,2,0,0,5
273,43073PHI,Philadelphia 76ers,14,0,1,1,0,1,0,0,0,0,0,0,0,4
498,43073PHI,Philadelphia 76ers,8,0,0,2,0,0,1,1,0,1,0,0,0,0
244,43073BOS,Boston Celtics,35,20,8,2,0,1,4,10,8,2,1,4,3,9
257,43073BOS,Boston Celtics,34,32,1,3,2,0,2,24,13,4,2,5,4,4
506,43073BOS,Boston Celtics,33,17,0,1,0,0,1,6,5,5,4,4,3,6
78,43073BOS,Boston Celtics,23,8,2,1,0,0,3,9,4,2,0,0,0,7
43,43073BOS,Boston Celtics,15,10,2,0,0,1,3,6,3,0,0,4,4,4
489,43073BOS,Boston Celtics,30,8,7,4,1,0,3,8,3,3,1,2,1,4
466,43073BOS,Boston Celtics,24,7,1,0,1,0,2,5,3,2,1,0,0,4
376,43073BOS,Boston Celtics,24,3,2,1,1,0,1,6,1,3,1,0,0,6
409,43073BOS,Boston Celtics,13,0,2,1,0,0,1,0,0,0,0,0,0,0
514,43073BOS,Boston Celtics,10,6,0,1,0,1,0,4,3,1,0,0,0,1
266,43073CHI,Cleveland Cavaliers,34,23,6,2,2,0,1,15,9,4,2,4,3,7
88,43073CHI,Cleveland Cavaliers,27,5,1,2,1,0,4,5,2,3,1,0,0,4
492,43073CHI,Cleveland Cavaliers,26,3,5,1,0,0,2,3,1,3,1,0,0,2
328,43073CHI,Cleveland Cavaliers,23,24,0,0,0,1,0,13,8,6,3,5,5,13
127,43073CHI,Cleveland Cavaliers,21,9,2,2,2,1,1,8,3,7,3,0,0,0
542,43073CHI,Cleveland Cavaliers,26,24,2,0,0,0,0,13,9,2,1,5,5,6
205,43073CHI,Cleveland Cavaliers,25,14,2,0,0,0,2,10,6,3,1,1,1,8
178,43073CHI,Cleveland Cavaliers,25,2,0,0,0,0,2,3,1,1,0,0,0,2
300,43073CHI,Cleveland Cavaliers,23,7,3,0,1,0,1,8,3,5,1,0,0,0
415,43073CHI,Cleveland Cavaliers,6,0,1,0,0,0,0,2,0,2,0,0,0,1
202,43073NO,Golden State Warriors,38,19,7,2,4,2,1,12,6,5,3,5,4,9
518,43073NO,Golden State Warriors,37,22,1,0,1,0,0,13,8,5,4,3,2,3
153,43073NO,Golden State Warriors,35,19,5,7,2,1,3,21,8,5,1,3,2,7
130,43073NO,Golden State Warriors,34,31,11,2,1,0,5,19,9,11,5,9,8,5
353,43073NO,Golden State Warriors,11,8,0,0,0,1,3,4,3,0,0,2,2,4
253,43073NO,Golden State Warriors,26,4,7,3,3,0,0,4,2,1,0,1,0,4
583,43073NO,Golden State Warriors,14,6,0,0,0,0,0,4,2,4,2,0,0,1
551,43073NO,Golden State Warriors,13,9,2,0,1,1,1,5,4,0,0,2,1,4
49,43073NO,Golden State Warriors,12,4,0,2,1,0,1,2,2,0,0,0,0,1
96,43073NO,Golden State Warriors,11,0,2,0,0,0,2,1,0,1,0,2,0,1
347,43073NO,Golden State Warriors,4,3,1,0,1,0,1,2,1,1,1,0,0,0
325,43073NO,Golden State Warriors,3,0,0,0,0,0,0,0,0,0,0,0,0,1
329,43074TOR,Toronto Raptors,35,20,10,4,2,0,2,12,7,10,5,2,1,6
140,43074TOR,Toronto Raptors,34,20,8,0,3,0,2,17,7,1,0,7,6,7
252,43074TOR,Toronto Raptors,33,19,1,0,1,3,3,13,8,5,2,1,1,6
23,43074TOR,Toronto Raptors,24,16,0,2,1,0,4,9,6,5,4,0,0,2
535,43074TOR,Toronto Raptors,21,13,6,2,0,0,1,10,4,5,1,4,4,0
363,43074TOR,Toronto Raptors,18,15,1,0,0,0,3,9,4,7,3,5,4,1
443,43074TOR,Toronto Raptors,16,4,1,4,1,0,5,5,2,2,0,0,0,1
484,43074TOR,Toronto Raptors,15,2,3,1,3,0,3,4,1,1,0,0,0,6
355,43074TOR,Toronto Raptors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,43074TOR,Toronto Raptors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,43074OKC,Oklahoma City Thunder,40,21,1,6,2,0,1,13,7,3,2,8,5,3
552,43074OKC,Oklahoma City Thunder,38,34,14,7,1,1,3,25,12,9,2,9,8,13
21,43074OKC,Oklahoma City Thunder,35,14,1,0,2,1,1,19,6,5,0,2,2,8
3,43074OKC,Oklahoma City Thunder,33,20,1,2,1,0,3,10,9,0,0,3,2,9
199,43074OKC,Oklahoma City Thunder,19,3,0,0,1,1,3,4,1,0,0,4,1,1
424,43074OKC,Oklahoma City Thunder,13,2,0,1,1,0,1,3,1,0,0,0,0,5
169,43074OKC,Oklahoma City Thunder,10,0,1,2,0,0,1,3,0,0,0,0,0,2
321,43074POR,Portland Trail Blazers,43,30,9,4,0,0,2,23,10,9,3,7,7,8
348,43074POR,Portland Trail Blazers,37,14,3,1,1,0,5,16,6,3,1,2,1,6
13,43074POR,Portland Trail Blazers,36,17,0,4,0,1,5,10,6,8,5,0,0,6
403,43074POR,Portland Trail Blazers,29,15,2,2,0,3,4,12,5,0,0,8,5,9
116,43074POR,Portland Trail Blazers,26,3,1,2,0,0,1,6,1,5,1,0,0,3
527,43074POR,Portland Trail Blazers,18,3,2,3,0,0,1,3,1,0,0,2,1,1
539,43074POR,Portland Trail Blazers,15,2,0,0,0,0,1,4,1,0,0,0,0,6
134,43074POR,Portland Trail Blazers,10,0,0,0,0,0,0,1,0,0,0,0,0,1
390,43074POR,Portland Trail Blazers,8,3,0,1,0,0,0,1,1,1,1,0,0,0
111,43074POR,Portland Trail Blazers,4,0,0,0,0,0,0,0,0,0,0,0,0,0
317,43074POR,Portland Trail Blazers,3,2,0,0,0,0,0,1,0,0,0,2,2,1
266,43075CLE,Cleveland Cavaliers,41,32,9,7,3,2,0,18,12,8,5,6,3,11
492,43075CLE,Cleveland Cavaliers,34,6,4,1,0,0,3,7,2,6,2,0,0,5
328,43075CLE,Cleveland Cavaliers,30,18,1,2,1,0,1,16,7,6,1,3,3,13
127,43075CLE,Cleveland Cavaliers,24,4,1,0,0,0,1,6,2,3,0,0,0,2
88,43075CLE,Cleveland Cavaliers,15,0,1,0,1,0,0,4,0,2,0,0,0,0
300,43075CLE,Cleveland Cavaliers,26,15,2,1,0,0,2,9,5,8,4,2,1,3
542,43075CLE,Cleveland Cavaliers,25,4,6,3,0,0,0,5,1,1,0,6,2,3
205,43075CLE,Cleveland Cavaliers,24,17,1,0,0,1,0,8,6,1,1,4,4,3
178,43075CLE,Cleveland Cavaliers,18,5,3,1,0,0,1,4,2,3,1,0,0,3
415,43075CLE,Cleveland Cavaliers,4,0,0,0,0,0,2,1,0,1,0,0,0,0
489,43075BOS,Boston Celtics,34,2,4,4,0,0,2,5,1,1,0,0,0,1
244,43075BOS,Boston Celtics,33,17,8,0,2,3,1,17,7,5,3,0,0,8
506,43075BOS,Boston Celtics,33,17,0,0,1,0,2,11,5,3,2,6,5,10
257,43075BOS,Boston Celtics,32,23,5,4,0,2,2,18,10,6,1,2,2,2
43,43075BOS,Boston Celtics,10,2,0,0,0,1,1,4,1,0,0,0,0,5
466,43075BOS,Boston Celtics,28,12,1,0,0,0,2,9,3,6,1,7,5,9
409,43075BOS,Boston Celtics,25,0,0,0,0,0,1,3,0,3,0,0,0,3
514,43075BOS,Boston Celtics,17,7,2,3,2,1,3,6,3,1,0,2,1,11
307,43075BOS,Boston Celtics,15,11,2,0,2,0,1,8,4,5,3,0,0,2
580,43075BOS,Boston Celtics,7,3,3,0,0,0,0,3,1,2,1,0,0,2
388,43075BOS,Boston Celtics,7,3,0,0,1,1,0,3,1,2,1,0,0,0
518,43075CHA,Golden State Warriors,36,22,3,3,0,0,0,14,9,7,4,0,0,4
153,43075CHA,Golden State Warriors,36,35,10,3,0,2,2,28,13,10,3,6,6,11
117,43075CHA,Golden State Warriors,22,8,3,1,0,0,0,7,3,4,2,0,0,3
49,43075CHA,Golden State Warriors,20,0,4,0,0,3,3,2,0,0,0,0,0,5
417,43075CHA,Golden State Warriors,5,0,0,1,0,0,1,1,0,0,0,0,0,3
253,43075CHA,Golden State Warriors,30,8,1,1,3,2,2,8,3,3,0,3,2,8
551,43075CHA,Golden State Warriors,20,6,4,3,1,2,4,6,3,0,0,0,0,3
583,43075CHA,Golden State Warriors,20,10,0,0,1,0,1,6,3,5,2,4,2,1
96,43075CHA,Golden State Warriors,17,2,1,1,1,1,1,4,1,1,0,0,0,5
323,43075CHA,Golden State Warriors,16,4,0,0,1,0,1,5,2,0,0,0,0,1
325,43075CHA,Golden State Warriors,11,2,0,2,1,0,3,1,1,0,0,0,0,2
353,43075CHA,Golden State Warriors,8,4,0,0,0,2,2,2,2,0,0,0,0,1
485,43076PHI,Philadelphia 76ers,43,12,15,4,0,1,4,14,6,0,0,2,0,13
122,43076PHI,Philadelphia 76ers,36,19,2,0,0,4,2,12,7,6,4,2,1,6
158,43076PHI,Philadelphia 76ers,36,33,6,4,1,5,5,17,11,3,2,10,9,7
453,43076PHI,Philadelphia 76ers,33,15,2,4,0,0,4,13,5,7,2,3,3,2
42,43076PHI,Philadelphia 76ers,30,12,1,2,0,0,4,9,5,3,2,0,0,4
242,43076PHI,Philadelphia 76ers,22,13,0,0,2,0,0,8,5,3,0,4,3,6
349,43076PHI,Philadelphia 76ers,18,0,3,2,0,0,1,2,0,0,0,0,0,2
273,43076PHI,Philadelphia 76ers,10,0,0,2,0,3,4,2,0,1,0,0,0,1
21,43076BKN,Oklahoma City Thunder,37,11,3,1,0,0,3,20,5,4,0,4,1,11
552,43076BKN,Oklahoma City Thunder,36,31,6,3,0,0,4,27,10,6,2,12,9,8
3,43076BKN,Oklahoma City Thunder,30,12,0,4,1,0,3,13,6,0,0,3,0,14
488,43076BKN,Oklahoma City Thunder,23,9,0,0,0,0,3,9,3,4,2,3,1,3
424,43076BKN,Oklahoma City Thunder,20,7,1,1,2,0,2,3,3,1,1,0,0,2
170,43076BKN,Oklahoma City Thunder,14,2,0,1,1,0,2,3,1,2,0,0,0,0
169,43076BKN,Oklahoma City Thunder,14,9,3,0,0,0,2,8,4,3,1,0,0,3
114,43076BKN,Oklahoma City Thunder,8,2,1,1,0,0,0,2,1,0,0,0,0,3
