gid,teamAbbr,playDispNm,minutes,points,assists,turnovers,steals,blocks,fouls,fga,fgm,threepa,threepm,fta,ftm,rebounds
43197GS,GS,Nick Young,21,8,0,1,2,0,2,4,3,3,2,0,0,4
43197GS,GS,David West,13,6,2,1,0,0,1,5,3,0,0,1,0,1
43197GS,GS,Damian Jones,5,0,0,0,0,0,0,2,0,0,0,0,0,0
43197GS,GS,Jordan Bell,5,1,0,2,0,0,0,0,0,0,0,2,1,1
43197HOU,OKC,Paul George,41,24,4,5,2,0,4,17,6,7,3,10,9,6
43197HOU,OKC,Russell Westbrook,38,24,10,4,4,1,4,28,10,3,1,5,3,7
43197HOU,OKC,Carmelo Anthony,35,22,1,1,0,1,0,14,7,6,3,6,5,6
43197HOU,OKC,Steven Adams,29,12,3,0,1,0,1,7,5,0,0,3,2,8
43197HOU,OKC,Corey Brewer,23,6,1,0,1,0,3,8,2,7,2,0,0,2
43197HOU,OKC,ÌÅlex Abrines,27,4,1,0,2,0,3,8,1,7,0,3,2,5
43197HOU,OKC,Jerami Grant,20,12,0,0,0,2,1,5,4,1,1,4,3,5
43197HOU,OKC,Raymond Felton,15,0,1,1,0,1,2,3,0,2,0,0,0,1
43197HOU,OKC,Patrick Patterson,13,4,0,0,1,0,2,1,1,0,0,2,2,2
43197HOU,HOU,James Harden,36,26,9,5,1,1,5,16,7,8,3,12,9,4
43197HOU,HOU,Chris Paul,35,17,9,3,1,0,4,15,6,8,2,3,3,4
43197HOU,HOU,Trevor Ariza,32,7,0,0,1,0,3,8,3,5,1,0,0,4
43197HOU,HOU,P.J. Tucker,28,16,3,2,0,0,5,8,6,6,4,0,0,10
43197HOU,HOU,Clint Capela,26,10,0,2,1,3,0,6,5,0,0,2,0,7
43197HOU,HOU,Gerald Green,28,14,0,3,0,2,2,10,5,7,2,2,2,4
43197HOU,HOU,Luc Richard Mbah a Moute,25,8,1,1,3,0,0,8,3,2,2,0,0,3
43197HOU,HOU,Joe Johnson,16,2,0,0,0,0,1,3,1,1,0,0,0,3
43197HOU,HOU,NenÌ»,14,2,1,1,0,0,4,2,0,0,0,4,2,2
43197SA,POR,C.J. McCollum,37,17,2,0,0,1,0,19,7,3,0,4,3,3
43197SA,POR,Damian Lillard,35,33,5,7,0,0,0,22,11,12,6,5,5,3
43197SA,POR,Al-Farouq Aminu,33,3,1,3,1,1,4,6,1,4,1,0,0,7
43197SA,POR,Evan Turner,32,18,4,1,2,0,2,12,8,2,1,1,1,1
43197SA,POR,Jusuf Nurkic,30,12,4,1,0,3,3,10,6,0,0,0,0,12
43197SA,POR,Shabazz Napier,21,8,1,0,0,0,0,8,4,1,0,0,0,5
43197SA,POR,Zach Collins,20,2,0,1,0,0,1,4,1,2,0,0,0,3
43197SA,POR,Meyers Leonard,13,9,1,0,1,0,4,5,3,2,2,1,1,4
43197SA,POR,Pat Connaughton,13,0,0,0,0,0,0,1,0,1,0,0,0,2
43197SA,POR,Wade Baldwin,7,3,0,0,0,0,3,1,1,1,1,0,0,0
43197SA,SA,LaMarcus Aldridge,38,28,1,2,4,0,1,22,13,1,0,2,2,8
43197SA,SA,Patrick Mills,32,13,6,1,1,0,3,11,5,5,2,2,1,1
43197SA,SA,Dejounte Murray,29,17,4,2,2,0,2,9,5,1,0,10,7,5
43197SA,SA,Kyle Anderson,28,7,3,0,2,1,2,4,3,0,0,1,1,5
43197SA,SA,Pau Gasol,26,9,3,0,1,1,1,8,3,4,1,4,2,5
43197SA,SA,Rudy Gay,27,16,3,0,0,1,2,15,8,4,0,0,0,4
43197SA,SA,Manu GinÌ_bili,19,17,1,0,1,0,1,7,7,3,3,0,0,3
43197SA,SA,Danny Green,13,4,0,0,1,0,0,5,2,1,0,0,0,3
43197SA,SA,Bryn Forbes,13,0,0,0,0,0,0,2,0,1,0,0,0,1
43197SA,SA,Tony Parker,12,2,0,2,0,0,0,0,0,0,0,2,2,1
43197SA,SA,D€Åvis Bert€Åns,1,3,0,0,0,0,0,1,1,1,1,0,0,0
43197SA,SA,Joffrey Lauvergne,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43197SA,SA,Brandon Paul,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43198CHA,IND,Bojan Bogdanovi€à,31,13,1,0,0,0,2,11,4,3,0,5,5,3
43198CHA,IND,Victor Oladipo,27,27,5,3,3,0,5,15,12,4,3,2,0,3
43198CHA,IND,Darren Collison,21,9,4,1,0,0,1,8,4,2,1,0,0,1
43198CHA,IND,Thaddeus Young,17,2,0,0,3,0,0,2,1,0,0,0,0,3
43198CHA,IND,Myles Turner,7,0,0,0,0,0,4,4,0,1,0,0,0,1
43198CHA,IND,Domantas Sabonis,38,30,3,2,3,0,5,21,13,0,0,4,4,8
43198CHA,IND,Cory Joseph,29,13,1,4,0,0,1,7,5,3,2,2,1,1
43198CHA,IND,Lance Stephenson,27,8,10,1,1,0,3,13,3,6,0,3,2,10
43198CHA,IND,Glenn Robinson,24,13,1,2,1,0,0,6,4,5,3,2,2,2
43198CHA,IND,Trevor Booker,19,8,2,1,0,1,1,6,4,1,0,0,0,7
43198CHA,CHA,Michael Kidd-Gilchrist,27,11,1,2,0,0,2,7,3,0,0,7,5,2
43198CHA,CHA,Kemba Walker,25,12,5,4,0,0,0,9,4,3,0,4,4,1
43198CHA,CHA,Dwight Howard,24,10,2,3,1,0,4,5,4,0,0,4,2,12
43198CHA,CHA,Nicolas Batum,22,8,3,6,1,1,1,6,3,3,2,0,0,2
43198CHA,CHA,Marvin Williams,22,16,2,3,1,2,0,8,5,6,4,2,2,5
43198CHA,CHA,Frank Kaminsky,26,9,6,0,0,0,3,11,3,4,1,2,2,4
43198CHA,CHA,Malik Monk,24,22,5,1,2,0,1,17,8,11,3,3,3,0
43198CHA,CHA,Willy HernangÌ_mez,24,14,2,1,0,0,2,5,4,0,0,6,6,8
43198CHA,CHA,Jeremy Lamb,22,12,1,1,0,0,0,9,5,0,0,2,2,0
43198CHA,CHA,Julyan Stone,20,0,0,0,1,0,4,1,0,1,0,0,0,1
43198CHA,CHA,Marcus Paige,3,3,0,0,0,0,0,2,1,2,1,0,0,1
43198PHI,DAL,Harrison Barnes,43,21,2,2,0,0,0,25,9,9,2,3,1,3
43198PHI,DAL,Dennis Smith,40,20,11,3,3,2,3,19,9,6,1,2,1,5
43198PHI,DAL,Dwight Powell,35,13,4,1,1,1,1,9,4,5,2,6,3,10
43198PHI,DAL,Dorian Finney-Smith,26,10,1,1,1,0,2,8,4,4,2,0,0,3
43198PHI,DAL,Johnathan Motley,16,4,1,0,0,0,1,6,2,0,0,0,0,5
43198PHI,DAL,Doug McDermott,26,10,0,0,0,1,1,10,4,7,2,0,0,3
43198PHI,DAL,Yogi Ferrell,25,6,3,1,1,0,1,8,2,5,1,2,1,1
43198PHI,DAL,Maxi Kleber,20,11,1,2,0,1,0,8,5,4,1,0,0,10
43198PHI,DAL,Kyle Collinsworth,8,2,1,1,0,1,0,1,1,0,0,0,0,3
43198PHI,PHI,Robert Covington,34,15,3,1,2,2,1,9,5,6,3,2,2,10
43198PHI,PHI,J.J. Redick,31,18,4,0,0,0,0,14,6,6,2,4,4,2
43198PHI,PHI,Ben Simmons,31,16,9,3,4,1,3,10,7,0,0,6,2,7
43198PHI,PHI,Dario Saric,27,9,5,0,0,0,3,10,4,5,1,0,0,5
43198PHI,PHI,Amir Johnson,17,6,2,0,0,0,3,3,3,0,0,1,0,4
43198PHI,PHI,Marco Belinelli,27,15,2,3,1,1,2,15,7,3,0,1,1,4
43198PHI,PHI,Ersan Ilyasova,24,11,3,1,0,0,2,10,5,4,1,0,0,12
43198PHI,PHI,Richaun Holmes,21,8,1,0,1,0,1,5,4,0,0,0,0,5
43198PHI,PHI,Markelle Fultz,21,8,3,2,1,0,4,11,4,0,0,0,0,2
43198PHI,PHI,T.J. McConnell,2,0,0,0,0,0,0,0,0,0,0,0,0,0
43198PHI,PHI,Furkan Korkmaz,2,0,0,0,0,0,0,2,0,1,0,0,0,0
43198PHI,PHI,Justin Anderson,2,3,0,0,0,0,0,2,1,2,1,0,0,1
43198MEM,DET,Andre Drummond,41,12,3,2,2,0,3,13,6,1,0,2,0,18
43198MEM,DET,Luke Kennard,32,18,4,0,2,0,2,12,6,4,4,2,2,3
43198MEM,DET,Stanley Johnson,32,9,3,2,1,0,2,11,3,5,2,2,1,3
43198MEM,DET,Anthony Tolliver,30,19,1,2,2,0,4,10,5,7,4,7,5,4
43198MEM,DET,Reggie Jackson,20,13,3,1,2,0,1,9,2,4,2,7,7,4
43198MEM,DET,Ishmael Smith,28,11,11,2,1,0,1,12,4,8,3,0,0,3
43198MEM,DET,Henry Ellenson,18,17,0,1,0,0,2,10,6,6,4,1,1,1
43198MEM,DET,James Ennis,16,11,1,1,0,0,2,7,4,5,3,0,0,2
43198MEM,DET,Langston Galloway,16,7,2,0,0,0,0,9,2,7,1,2,2,0
43198MEM,DET,Eric Moreland,7,0,2,1,0,0,1,0,0,0,0,0,0,0
43198MEM,MEM,Marc Gasol,35,20,9,3,1,1,2,16,8,6,3,1,1,9
43198MEM,MEM,Kobi Simmons,32,20,7,1,0,0,2,10,7,7,4,2,2,2
43198MEM,MEM,Dillon Brooks,32,22,8,3,2,0,1,12,5,4,1,14,11,8
43198MEM,MEM,Ivan Rabb,22,8,0,1,2,2,4,6,4,0,0,1,0,4
43198MEM,MEM,Ben McLemore,22,13,2,0,2,0,2,6,5,4,3,1,0,3
43198MEM,MEM,MarShon Brooks,26,25,4,1,1,0,2,14,9,6,4,3,3,3
43198MEM,MEM,Deyonta Davis,23,13,2,0,0,1,0,8,6,0,0,2,1,7
43198MEM,MEM,Myke Henry,16,4,2,1,3,0,1,4,2,1,0,0,0,2
43198MEM,MEM,Mario Chalmers,16,0,1,2,0,0,3,3,0,2,0,0,0,3
43198MEM,MEM,Omari Johnson,16,5,1,0,0,0,1,4,2,3,1,0,0,2
43198LAL,UTA,Donovan Mitchell,38,28,8,4,1,1,1,18,9,7,3,10,7,9
43198LAL,UTA,Derrick Favors,33,10,2,2,0,0,1,12,5,2,0,0,0,13
43198LAL,UTA,Joe Ingles,33,22,10,1,1,1,4,12,9,6,3,2,1,4
43198LAL,UTA,Rudy Gobert,26,4,2,3,2,1,4,5,2,0,0,2,0,6
43198LAL,UTA,Ricky Rubio,18,9,2,1,2,0,2,6,4,3,1,0,0,3
43198LAL,UTA,Jae Crowder,30,18,3,0,1,0,3,18,7,11,4,0,0,2
43198LAL,UTA,Royce O'Neale,24,15,2,2,0,0,2,7,5,4,2,4,3,5
43198LAL,UTA,Dante Exum,23,6,5,4,1,0,3,4,1,2,0,4,4,3
43198LAL,UTA,Jonas Jerebko,11,0,0,1,0,0,2,1,0,1,0,0,0,0
43198LAL,UTA,Ekpe Udoh,3,0,1,0,0,1,2,0,0,0,0,0,0,0
43198LAL,LAL,Josh Hart,41,25,1,2,2,2,2,18,10,8,2,4,3,4
43198LAL,LAL,Julius Randle,25,17,4,2,0,0,2,12,6,0,0,5,5,7
43198LAL,LAL,Kentavious Caldwell-Pope,23,8,1,2,1,1,3,7,3,1,0,2,2,2
43198LAL,LAL,Brook Lopez,21,0,3,1,0,0,2,10,0,4,0,0,0,5
43198LAL,LAL,Alex Caruso,16,6,3,1,1,0,2,4,2,1,0,2,2,4
43198LAL,LAL,Tyler Ennis,29,22,2,1,3,0,5,18,9,3,1,3,3,6
43198LAL,LAL,Channing Frye,23,8,1,0,0,0,2,10,3,4,1,1,1,4
43198LAL,LAL,Gary Payton II,21,4,2,0,1,0,1,5,1,2,1,4,1,2
43198LAL,LAL,Travis Wear,18,2,1,1,0,0,3,5,1,2,0,0,0,2
43198LAL,LAL,Ivica Zubac,14,2,1,2,0,1,0,3,1,0,0,0,0,4
43198LAL,LAL,Thomas Bryant,9,3,1,0,0,0,0,1,1,0,0,1,1,4
43198TOR,ORL,Mario Hezonja,28,14,5,0,1,0,4,11,5,3,3,1,1,3
43198TOR,ORL,Aaron Gordon,27,16,3,1,3,1,0,12,6,6,2,5,2,2
43198TOR,ORL,Wesley Iwundu,27,8,2,0,1,0,3,7,4,1,0,1,0,2
43198TOR,ORL,Nikola Vu€çevi€à,23,10,3,0,2,1,1,10,5,1,0,0,0,9
43198TOR,ORL,D.J. Augustin,21,9,3,3,0,0,0,8,3,2,0,3,3,3
43198TOR,ORL,Jamel Artis,27,7,2,2,1,0,0,7,3,3,0,2,1,3
43198TOR,ORL,Shelvin Mack,22,11,2,2,1,0,3,10,5,3,1,0,0,1
43198TOR,ORL,Khem Birch,21,12,1,0,2,0,2,8,5,0,0,3,2,12
43198TOR,ORL,Bismack Biyombo,18,7,0,0,1,2,1,6,3,0,0,2,1,4
43198TOR,ORL,Rodney Purvis,17,4,2,0,0,0,3,5,2,1,0,0,0,3
43198TOR,ORL,Terrence Ross,10,3,2,2,0,0,0,5,1,3,1,0,0,0
43198TOR,TOR,OG Anunoby,34,21,0,2,0,1,4,10,7,8,5,3,2,8
43198TOR,TOR,Serge Ibaka,31,13,2,2,0,3,2,11,6,2,1,1,0,8
43198TOR,TOR,Kyle Lowry,31,11,7,3,2,0,4,10,3,7,1,4,4,1
43198TOR,TOR,Norman Powell,24,13,4,2,3,0,0,11,5,7,3,0,0,5
43198TOR,TOR,Lucas Nogueira,6,4,1,1,0,0,1,3,2,1,0,0,0,2
43198TOR,TOR,Pascal Siakam,29,4,4,1,0,0,3,7,2,0,0,2,0,9
43198TOR,TOR,Delon Wright,27,12,4,0,2,0,3,7,3,4,2,5,4,6
43198TOR,TOR,C.J. Miles,24,22,2,0,0,0,0,13,6,10,5,6,5,3
43198TOR,TOR,Jakob PÌ_ltl,24,12,1,4,1,0,3,5,5,0,0,3,2,5
43198TOR,TOR,Fred VanVleet,9,0,3,2,0,1,1,1,0,1,0,0,0,0
43198BOS,ATL,Taurean Prince,39,33,5,5,1,1,2,17,12,8,7,2,2,8
43198BOS,ATL,John Collins,33,12,3,3,3,1,5,9,5,2,0,2,2,5
43198BOS,ATL,Damion Lee,29,14,2,0,1,0,2,13,6,5,2,0,0,8
43198BOS,ATL,Dewayne Dedmon,27,10,1,1,0,1,5,9,4,3,2,1,0,4
43198BOS,ATL,DeAndre‰Ûª Bembry,20,11,3,0,1,1,1,9,4,3,1,2,2,3
43198BOS,ATL,Mike Muscala,29,9,3,0,0,0,1,8,3,6,2,1,1,3
43198BOS,ATL,Isaiah Taylor,28,13,6,1,0,0,1,11,5,4,0,4,3,2
43198BOS,ATL,Tyler Dorsey,24,8,0,1,0,0,1,7,3,4,1,2,1,2
43198BOS,ATL,Antonius Cleveland,7,0,0,2,1,0,1,2,0,0,0,0,0,2
43198BOS,ATL,Miles Plumlee,3,2,0,0,0,0,0,1,1,0,0,0,0,0
43198BOS,BOS,Jayson Tatum,29,19,2,0,4,0,5,12,8,1,1,3,2,4
43198BOS,BOS,Jaylen Brown,28,12,2,1,1,1,0,10,5,2,0,5,2,3
43198BOS,BOS,Al Horford,27,16,4,0,1,1,0,11,5,3,2,4,4,7
43198BOS,BOS,Terry Rozier,27,10,9,3,0,1,2,9,4,5,2,0,0,8
43198BOS,BOS,Aron Baynes,23,2,1,2,0,2,3,7,1,2,0,0,0,3
43198BOS,BOS,Semi Ojeleye,27,13,1,0,0,1,2,7,5,3,3,0,0,6
43198BOS,BOS,Jabari Bird,22,9,2,1,0,0,3,5,4,1,1,0,0,5
43198BOS,BOS,Greg Monroe,22,17,4,2,1,0,1,8,7,0,0,4,3,2
43198BOS,BOS,Shane Larkin,21,6,7,1,1,0,2,9,2,5,0,4,2,2
43198BOS,BOS,Abdel Nader,10,0,1,2,1,0,0,2,0,0,0,0,0,1
43198BOS,BOS,Jonathan Gibson,3,2,0,0,0,0,0,2,1,1,0,0,0,0
43198BOS,BOS,Kadeem Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43198PHO,GS,Quinn Cook,37,14,3,1,0,0,3,13,6,5,2,0,0,6
43198PHO,GS,Klay Thompson,34,34,1,2,1,0,0,23,14,13,6,0,0,3
43198PHO,GS,Kevin Durant,31,17,9,2,1,0,1,11,6,4,2,4,3,4
43198PHO,GS,Draymond Green,30,14,5,4,2,1,0,10,4,7,2,6,4,6
43198PHO,GS,Zaza Pachulia,15,4,1,0,1,1,1,2,2,0,0,0,0,4
43198PHO,GS,Nick Young,20,5,1,0,0,0,2,6,2,2,1,0,0,3
43198PHO,GS,Kevon Looney,19,6,0,1,1,4,1,5,3,1,0,0,0,6
43198PHO,GS,Shaun Livingston,17,10,1,0,1,0,2,8,4,0,0,2,2,2
43198PHO,GS,David West,14,2,4,0,1,0,1,4,1,0,0,0,0,2
43198PHO,GS,Damian Jones,9,0,1,0,0,1,3,1,0,0,0,0,0,1
43198PHO,GS,JaVale McGee,9,11,1,0,1,0,0,6,5,0,0,3,1,4
43198PHO,GS,Jordan Bell,6,0,0,1,0,0,1,1,0,0,0,0,0,0
43198PHO,PHO,Danuel House,45,22,3,0,1,0,2,18,9,9,2,3,2,8
43198PHO,PHO,Dragan Bender,41,14,2,1,0,0,3,13,6,7,2,0,0,14
43198PHO,PHO,Tyler Ulis,37,15,10,4,0,0,2,15,5,3,1,4,4,2
43198PHO,PHO,Alex Len,25,16,1,1,0,0,1,15,7,1,0,3,2,10
43198PHO,PHO,Troy Daniels,14,3,0,2,1,0,2,5,1,3,1,0,0,2
43198PHO,PHO,Shaquille Harrison,28,4,6,2,1,0,1,8,2,2,0,0,0,2
43198PHO,PHO,Jared Dudley,23,11,0,1,1,0,4,7,4,3,1,4,2,2
43198PHO,PHO,Davon Reed,17,7,2,2,0,0,0,7,2,4,1,2,2,3
43198PHO,PHO,Alec Peters,10,8,0,0,0,0,1,4,3,3,2,0,0,1
43199DET,TOR,Pascal Siakam,29,10,2,1,1,0,3,6,4,3,2,0,0,6
43199DET,TOR,DeMar DeRozan,28,16,7,1,0,0,2,12,6,5,2,2,2,3
43199DET,TOR,Kyle Lowry,26,11,9,2,0,1,3,8,4,7,3,0,0,6
43199DET,TOR,Jonas Valan€çiÅÇnas,25,25,0,1,0,0,2,13,11,1,1,2,2,9
43199DET,TOR,OG Anunoby,19,8,0,1,0,2,0,6,3,4,2,0,0,4
43199DET,TOR,Lorenzo Brown,25,11,1,1,1,0,2,9,5,4,1,0,0,5
43199DET,TOR,Jakob PÌ_ltl,23,12,0,0,0,1,0,8,6,0,0,0,0,7
43199DET,TOR,Delon Wright,22,4,2,0,1,0,2,5,2,1,0,0,0,3
43199DET,TOR,Norman Powell,19,2,3,1,0,1,1,8,1,6,0,0,0,1
43199DET,TOR,C.J. Miles,18,7,3,1,0,0,2,10,3,7,1,0,0,3
43199DET,TOR,Alfonzo McKinnie,5,2,0,0,0,0,0,2,1,1,0,0,0,1
43199DET,DET,Anthony Tolliver,42,13,3,0,0,1,1,8,4,7,3,3,2,4
43199DET,DET,Luke Kennard,35,20,2,1,1,0,0,13,7,6,3,4,3,7
43199DET,DET,Reggie Jackson,34,16,9,0,1,0,2,18,7,3,0,2,2,3
43199DET,DET,Eric Moreland,32,11,1,0,2,1,3,6,5,0,0,3,1,7
43199DET,DET,Stanley Johnson,28,5,2,0,1,0,1,10,2,4,0,2,1,1
43199DET,DET,Henry Ellenson,22,12,1,0,1,0,2,8,2,4,1,8,7,4
43199DET,DET,Langston Galloway,20,6,1,0,0,0,0,6,1,4,1,3,3,4
43199DET,DET,Ishmael Smith,14,15,2,1,0,0,1,8,7,1,1,0,0,1
43199DET,DET,James Ennis,13,0,1,1,1,0,1,1,0,1,0,0,0,2
43199BKN,CHI,David Nwaba,30,11,1,4,0,0,4,11,5,1,1,0,0,10
43199BKN,CHI,Cristiano FelÌ_cio,28,10,2,3,1,0,3,8,5,1,0,0,0,5
43199BKN,CHI,Lauri Markkanen,26,10,2,1,2,1,0,14,3,5,2,4,2,6
43199BKN,CHI,Cameron Payne,24,15,6,3,2,0,3,10,6,5,3,0,0,3
43199BKN,CHI,Justin Holiday,22,13,4,0,0,0,2,12,5,7,2,1,1,4
43199BKN,CHI,Sean Kilpatrick,26,16,1,1,2,1,0,13,6,4,2,4,2,3
43199BKN,CHI,Jerian Grant,24,7,4,3,0,1,2,7,2,3,1,3,2,2
43199BKN,CHI,Ryan Arcidiacono,24,9,4,0,0,0,2,5,4,2,1,0,0,2
43199BKN,CHI,Bobby Portis,22,14,2,3,0,2,1,9,7,0,0,0,0,7
43199BKN,CHI,Omer Asik,14,0,0,1,0,1,0,0,0,0,0,0,0,2
43199BKN,BKN,D'Angelo Russell,36,21,11,5,2,0,2,21,9,12,3,0,0,6
43199BKN,BKN,Spencer Dinwiddie,35,20,7,4,0,0,1,13,6,9,3,6,5,3
43199BKN,BKN,Allen Crabbe,34,41,4,1,1,1,2,15,12,11,8,9,9,5
43199BKN,BKN,Rondae Hollis-Jefferson,32,4,4,4,1,2,2,6,2,0,0,0,0,6
43199BKN,BKN,Jarrett Allen,28,8,0,2,1,4,1,5,4,0,0,0,0,5
43199BKN,BKN,Dante Cunningham,21,5,2,1,1,1,0,7,2,2,1,0,0,5
43199BKN,BKN,Quincy Acy,20,5,0,0,2,0,2,4,2,2,1,0,0,4
43199BKN,BKN,Nik Stauskas,19,2,4,0,0,1,1,7,1,3,0,0,0,1
43199BKN,BKN,Milton Doyle,16,8,0,0,0,1,4,4,3,3,2,0,0,3
43199MIA,OKC,Russell Westbrook,38,23,13,6,1,0,3,21,8,5,2,6,5,18
43199MIA,OKC,Paul George,37,27,1,1,1,0,2,19,7,13,5,9,8,3
43199MIA,OKC,Corey Brewer,33,6,1,0,4,0,4,5,2,2,0,2,2,4
43199MIA,OKC,Steven Adams,32,7,1,1,1,1,2,6,3,0,0,4,1,3
43199MIA,OKC,Carmelo Anthony,30,11,2,0,0,1,0,11,4,5,1,2,2,5
43199MIA,OKC,Jerami Grant,21,17,0,0,1,2,1,6,4,0,0,11,9,5
43199MIA,OKC,Raymond Felton,14,9,1,1,0,0,1,7,3,4,2,1,1,1
43199MIA,OKC,ÌÅlex Abrines,12,5,0,0,0,0,1,1,1,1,1,2,2,1
43199MIA,OKC,Patrick Patterson,11,7,2,0,1,0,0,3,2,3,2,1,1,2
43199MIA,OKC,Terrance Ferguson,10,3,0,0,0,0,1,2,1,2,1,0,0,1
43199MIA,OKC,Nick Collison,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43199MIA,OKC,Josh Huestis,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43199MIA,OKC,Dakari Johnson,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43199MIA,MIA,Josh Richardson,34,18,3,2,1,0,2,14,8,4,1,2,1,3
43199MIA,MIA,Tyler Johnson,32,12,4,2,3,0,1,10,5,4,2,0,0,4
43199MIA,MIA,Goran Dragi€à,30,4,7,2,0,0,1,10,2,3,0,0,0,2
43199MIA,MIA,James Johnson,22,11,0,2,0,0,6,7,5,0,0,2,1,5
43199MIA,MIA,Hassan Whiteside,21,16,1,0,0,3,4,10,8,0,0,2,0,8
43199MIA,MIA,Justise Winslow,34,12,2,1,0,0,2,10,6,1,0,0,0,9
43199MIA,MIA,Dwyane Wade,24,6,2,5,1,1,2,10,2,2,0,4,2,2
43199MIA,MIA,Wayne Ellington,15,3,1,0,1,0,1,5,1,4,1,0,0,0
43199MIA,MIA,Bam Adebayo,13,6,0,0,0,0,1,3,1,0,0,4,4,4
43199MIA,MIA,Kelly Olynyk,12,5,1,1,0,0,4,6,2,3,1,0,0,6
43199MIA,MIA,Derrick Jones,1,0,0,0,0,0,0,1,0,0,0,0,0,0
43199MIA,MIA,Rodney McGruder,1,0,0,0,0,0,0,1,0,1,0,0,0,0
43199NY,CLE,LeBron James,39,26,11,4,1,0,2,16,7,6,3,10,9,6
43199NY,CLE,Kevin Love,31,28,1,1,2,0,1,17,9,13,6,5,4,5
43199NY,CLE,Jeff Green,29,10,0,0,1,1,4,6,3,2,0,5,4,2
43199NY,CLE,George Hill,20,5,4,1,2,0,0,4,1,3,1,2,2,2
43199NY,CLE,Kyle Korver,16,2,3,2,1,0,3,4,1,3,0,0,0,5
43199NY,CLE,J.R. Smith,32,16,4,0,2,0,2,13,6,8,4,0,0,7
43199NY,CLE,Jordan Clarkson,22,16,3,1,0,0,2,9,5,6,4,2,2,1
43199NY,CLE,Jose Calderon,20,3,1,0,0,0,1,4,1,4,1,0,0,3
43199NY,CLE,Larry Nance Jr.,19,10,0,1,0,1,0,6,4,0,0,2,2,6
43199NY,CLE,Tristan Thompson,9,5,1,0,0,0,0,5,2,0,0,2,1,4
43199NY,CLE,Ante Å_iÅ_i€à,1,2,0,0,0,0,0,1,1,0,0,0,0,0
43199NY,CLE,Cedi Osman,1,0,1,0,0,0,0,0,0,0,0,0,0,1
43199NY,CLE,John Holland,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43199NY,NY,Frank Ntilikina,40,17,5,2,1,1,2,16,8,4,1,0,0,6
43199NY,NY,Trey Burke,34,12,8,3,0,0,0,11,5,5,1,2,1,0
43199NY,NY,Lance Thomas,32,14,1,0,0,0,6,9,6,2,2,0,0,7
43199NY,NY,Kyle O'Quinn,29,8,1,1,0,2,1,6,4,0,0,0,0,4
43199NY,NY,Michael Beasley,27,20,3,4,3,1,3,13,8,3,1,5,3,4
43199NY,NY,Courtney Lee,27,17,1,1,0,1,2,12,7,6,3,0,0,6
43199NY,NY,Luke Kornet,19,6,1,1,0,2,3,6,2,2,1,3,1,2
43199NY,NY,Damyean Dotson,19,11,3,1,0,0,2,9,4,7,2,2,1,4
43199NY,NY,Jarrett Jack,8,2,2,0,0,0,1,3,1,1,0,0,0,2
43199NY,NY,Isaiah Hicks,5,2,1,1,0,0,0,2,1,0,0,0,0,2
43199MIL,ORL,Aaron Gordon,32,12,2,6,2,0,1,14,5,5,1,2,1,4
43199MIL,ORL,D.J. Augustin,30,7,9,7,1,0,2,6,2,4,2,2,1,1
43199MIL,ORL,Mario Hezonja,30,12,0,1,1,0,1,12,5,6,0,2,2,5
43199MIL,ORL,Nikola Vu€çevi€à,29,17,7,3,0,3,4,17,8,0,0,1,1,10
43199MIL,ORL,Wesley Iwundu,29,8,1,0,1,0,0,5,3,2,1,2,1,3
43199MIL,ORL,Jamel Artis,20,0,1,0,0,0,1,5,0,2,0,0,0,2
43199MIL,ORL,Shelvin Mack,19,6,3,1,1,0,2,7,2,4,1,2,1,2
43199MIL,ORL,Rodney Purvis,18,0,1,0,0,0,1,5,0,1,0,0,0,1
43199MIL,ORL,Bismack Biyombo,17,14,0,1,0,1,2,7,6,0,0,3,2,6
43199MIL,ORL,Khem Birch,16,10,0,0,2,0,0,4,3,0,0,6,4,9
43199MIL,MIL,Khris Middleton,37,18,6,4,3,1,3,16,7,4,1,3,3,7
43199MIL,MIL,Eric Bledsoe,35,20,11,3,3,0,2,17,7,6,2,4,4,12
43199MIL,MIL,Jabari Parker,29,16,0,5,2,0,2,13,7,4,2,0,0,9
43199MIL,MIL,Tony Snell,25,9,1,1,2,1,2,10,3,7,2,2,1,2
43199MIL,MIL,John Henson,25,6,5,0,2,0,2,8,3,0,0,2,0,5
43199MIL,MIL,Shabazz Muhammad,24,22,0,0,0,0,3,14,7,2,1,7,7,8
43199MIL,MIL,Tyler Zeller,21,4,0,1,0,0,1,3,2,0,0,0,0,5
43199MIL,MIL,Malcolm Brogdon,14,2,1,0,0,0,0,4,1,0,0,0,0,2
43199MIL,MIL,Brandon Jennings,13,3,2,1,0,0,1,2,1,2,1,0,0,4
43199MIL,MIL,Jason Terry,11,0,0,1,0,0,0,1,0,1,0,0,0,0
43199MIL,MIL,D.J. Wilson,2,2,0,0,1,0,2,2,1,0,0,0,0,1
43199MIL,MIL,Thon Maker,2,0,0,0,0,0,0,0,0,0,0,0,0,0
